,Unnamed: 0,X,Y,com_insee,com_nom,Type,connexion_type,Type_détaillé,geometry,0
2025,425,2.3528371,48.8655228997257,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3528371 48.8655228997257),13144
2026,425,2.3528371,48.8655228997257,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3528371 48.8655228997257),13145
2027,426,2.131615,48.8011613997416,78646.0,versailles,internet_access,wlan,Wifi,POINT (2.131615 48.8011613997416),9876
2028,426,2.131615,48.8011613997416,78646.0,versailles,internet_access,wlan,Wifi,POINT (2.131615 48.8011613997416),10002
2029,426,2.131615,48.8011613997416,78646.0,versailles,internet_access,wlan,Wifi,POINT (2.131615 48.8011613997416),10128
2030,427,2.3511552,48.8469636997303,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3511552 48.8469636997303),12895
2031,427,2.3511552,48.8469636997303,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3511552 48.8469636997303),13020
2032,427,2.3511552,48.8469636997303,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3511552 48.8469636997303),13021
2033,427,2.3511552,48.8469636997303,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3511552 48.8469636997303),13147
2034,428,2.3664341,48.8726763997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3664341 48.8726763997239),13144
2035,428,2.3664341,48.8726763997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3664341 48.8726763997239),13270
2036,428,2.3664341,48.8726763997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3664341 48.8726763997239),13396
2037,429,2.2181133,48.9016572997167,92050.0,nanterre,internet_access,wlan,Wifi,POINT (2.2181133 48.9016572997167),10999
2038,429,2.2181133,48.9016572997167,92050.0,nanterre,internet_access,wlan,Wifi,POINT (2.2181133 48.9016572997167),11124
2039,429,2.2181133,48.9016572997167,92050.0,nanterre,internet_access,wlan,Wifi,POINT (2.2181133 48.9016572997167),11125
2040,429,2.2181133,48.9016572997167,92050.0,nanterre,internet_access,wlan,Wifi,POINT (2.2181133 48.9016572997167),11250
2041,429,2.2181133,48.9016572997167,92050.0,nanterre,internet_access,wlan,Wifi,POINT (2.2181133 48.9016572997167),11251
2042,430,2.6168275,48.5773786997971,77495.0,vert-saint-denis,internet_access,wlan,Wifi,POINT (2.6168275 48.5773786997971),16704
2043,430,2.6168275,48.5773786997971,77495.0,vert-saint-denis,internet_access,wlan,Wifi,POINT (2.6168275 48.5773786997971),16705
2044,430,2.6168275,48.5773786997971,77495.0,vert-saint-denis,internet_access,wlan,Wifi,POINT (2.6168275 48.5773786997971),16830
2045,430,2.6168275,48.5773786997971,77495.0,vert-saint-denis,internet_access,wlan,Wifi,POINT (2.6168275 48.5773786997971),16831
2046,430,2.6168275,48.5773786997971,77495.0,vert-saint-denis,internet_access,wlan,Wifi,POINT (2.6168275 48.5773786997971),16957
2047,431,2.3546373,48.8792652997223,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3546373 48.8792652997223),12891
2048,431,2.3546373,48.8792652997223,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3546373 48.8792652997223),13017
2049,431,2.3546373,48.8792652997223,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3546373 48.8792652997223),13018
2050,431,2.3546373,48.8792652997223,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3546373 48.8792652997223),13143
2051,431,2.3546373,48.8792652997223,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3546373 48.8792652997223),13144
2052,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12512
2053,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12513
2054,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12638
2055,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12639
2056,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12764
2057,432,2.3251021,48.8879036997201,75056.0,paris,internet_access,yes,Autre,POINT (2.3251021 48.8879036997201),12765
2058,433,2.3544304,48.8726443997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3544304 48.8726443997239),12892
2059,433,2.3544304,48.8726443997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3544304 48.8726443997239),13018
2060,433,2.3544304,48.8726443997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3544304 48.8726443997239),13144
2061,434,2.3334772,48.8634123997262,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3334772 48.8634123997262),12641
2062,434,2.3334772,48.8634123997262,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3334772 48.8634123997262),12767
2063,434,2.3334772,48.8634123997262,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3334772 48.8634123997262),12768
2064,434,2.3334772,48.8634123997262,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3334772 48.8634123997262),12893
2065,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13270
2066,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13271
2067,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13396
2068,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13397
2069,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13522
2070,435,2.3788692,48.8700168997246,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3788692 48.8700168997246),13523
2071,436,2.3939313,48.8253007997357,94018.0,charenton-le-pont,internet_access,wlan,Wifi,POINT (2.3939313 48.8253007997357),13527
2072,436,2.3939313,48.8253007997357,94018.0,charenton-le-pont,internet_access,wlan,Wifi,POINT (2.3939313 48.8253007997357),13528
2073,436,2.3939313,48.8253007997357,94018.0,charenton-le-pont,internet_access,wlan,Wifi,POINT (2.3939313 48.8253007997357),13653
2074,436,2.3939313,48.8253007997357,94018.0,charenton-le-pont,internet_access,wlan,Wifi,POINT (2.3939313 48.8253007997357),13654
2075,436,2.3939313,48.8253007997357,94018.0,charenton-le-pont,internet_access,wlan,Wifi,POINT (2.3939313 48.8253007997357),13779
2076,437,2.3631098,48.8730942997238,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3631098 48.8730942997238),13018
2077,437,2.3631098,48.8730942997238,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3631098 48.8730942997238),13143
2078,437,2.3631098,48.8730942997238,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3631098 48.8730942997238),13144
2079,437,2.3631098,48.8730942997238,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3631098 48.8730942997238),13270
2080,438,2.3037156,48.8327675997338,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3037156 48.8327675997338),12266
2081,438,2.3037156,48.8327675997338,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3037156 48.8327675997338),12267
2082,438,2.3037156,48.8327675997338,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3037156 48.8327675997338),12392
2083,438,2.3037156,48.8327675997338,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3037156 48.8327675997338),12393
2084,438,2.3037156,48.8327675997338,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3037156 48.8327675997338),12518
2085,439,2.3204573,48.8750384997233,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3204573 48.8750384997233),12513
2086,439,2.3204573,48.8750384997233,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3204573 48.8750384997233),12514
2087,439,2.3204573,48.8750384997233,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3204573 48.8750384997233),12639
2088,439,2.3204573,48.8750384997233,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3204573 48.8750384997233),12640
2089,439,2.3204573,48.8750384997233,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3204573 48.8750384997233),12766
2090,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14061
2091,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14062
2092,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14187
2093,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14188
2094,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14313
2095,440,2.4304403,48.5538749998029,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4304403 48.5538749998029),14314
2096,441,2.4177883,48.5552792998025,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4177883 48.5552792998025),13809
2097,441,2.4177883,48.5552792998025,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4177883 48.5552792998025),13935
2098,441,2.4177883,48.5552792998025,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4177883 48.5552792998025),13936
2099,441,2.4177883,48.5552792998025,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4177883 48.5552792998025),14061
2100,441,2.4177883,48.5552792998025,91386.0,mennecy,internet_access,wired,Connection par câble,POINT (2.4177883 48.5552792998025),14062
2101,442,2.366181,48.8412373997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.366181 48.8412373997317),13147
2102,442,2.366181,48.8412373997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.366181 48.8412373997317),13148
2103,442,2.366181,48.8412373997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.366181 48.8412373997317),13273
2104,442,2.366181,48.8412373997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.366181 48.8412373997317),13274
2105,443,2.36636,48.8413032997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.36636 48.8413032997317),13147
2106,443,2.36636,48.8413032997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.36636 48.8413032997317),13148
2107,443,2.36636,48.8413032997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.36636 48.8413032997317),13273
2108,443,2.36636,48.8413032997317,75056.0,paris,internet_access,wlan,Wifi,POINT (2.36636 48.8413032997317),13274
2109,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12517
2110,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12518
2111,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12643
2112,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12644
2113,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12769
2114,444,2.3254084,48.8420515997315,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3254084 48.8420515997315),12770
2115,445,2.336522,48.8651999997258,75056.0,paris,internet_access,wlan,Wifi,POINT (2.336522 48.8651999997258),12641
2116,445,2.336522,48.8651999997258,75056.0,paris,internet_access,wlan,Wifi,POINT (2.336522 48.8651999997258),12766
2117,445,2.336522,48.8651999997258,75056.0,paris,internet_access,wlan,Wifi,POINT (2.336522 48.8651999997258),12767
2118,445,2.336522,48.8651999997258,75056.0,paris,internet_access,wlan,Wifi,POINT (2.336522 48.8651999997258),12892
2119,445,2.336522,48.8651999997258,75056.0,paris,internet_access,wlan,Wifi,POINT (2.336522 48.8651999997258),12893
2120,446,2.3465401,48.8636453997261,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3465401 48.8636453997261),12767
2121,446,2.3465401,48.8636453997261,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3465401 48.8636453997261),12893
2122,446,2.3465401,48.8636453997261,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3465401 48.8636453997261),13019
2123,447,2.3281715,48.8728328997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3281715 48.8728328997239),12514
2124,447,2.3281715,48.8728328997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3281715 48.8728328997239),12640
2125,447,2.3281715,48.8728328997239,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3281715 48.8728328997239),12766
2126,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12260
2127,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12261
2128,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12386
2129,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12387
2130,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12512
2131,448,2.3079821,48.8874846997202,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3079821 48.8874846997202),12513
2132,449,2.323686,48.872142999724,75056.0,paris,internet_access,wlan,Wifi,POINT (2.323686 48.872142999724),12514
2133,449,2.323686,48.872142999724,75056.0,paris,internet_access,wlan,Wifi,POINT (2.323686 48.872142999724),12640
2134,449,2.323686,48.872142999724,75056.0,paris,internet_access,wlan,Wifi,POINT (2.323686 48.872142999724),12641
2135,449,2.323686,48.872142999724,75056.0,paris,internet_access,wlan,Wifi,POINT (2.323686 48.872142999724),12766
2136,450,2.4104676,48.9323704997091,93027.0,la courneuve,internet_access,wlan,Wifi,POINT (2.4104676 48.9323704997091),13767
2137,450,2.4104676,48.9323704997091,93027.0,la courneuve,internet_access,wlan,Wifi,POINT (2.4104676 48.9323704997091),13768
2138,450,2.4104676,48.9323704997091,93027.0,la courneuve,internet_access,wlan,Wifi,POINT (2.4104676 48.9323704997091),13893
2139,450,2.4104676,48.9323704997091,93027.0,la courneuve,internet_access,wlan,Wifi,POINT (2.4104676 48.9323704997091),13894
2140,451,2.3778299,48.8658566997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3778299 48.8658566997256),13270
2141,451,2.3778299,48.8658566997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3778299 48.8658566997256),13271
2142,451,2.3778299,48.8658566997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3778299 48.8658566997256),13396
2143,451,2.3778299,48.8658566997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3778299 48.8658566997256),13397
2144,451,2.3778299,48.8658566997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3778299 48.8658566997256),13523
2145,452,2.7071361,48.3404171998554,77048.0,bourron-marlotte,internet_access,wlan,Wifi,POINT (2.7071361 48.3404171998554),17991
2146,452,2.7071361,48.3404171998554,77048.0,bourron-marlotte,internet_access,wlan,Wifi,POINT (2.7071361 48.3404171998554),17992
2147,452,2.7071361,48.3404171998554,77048.0,bourron-marlotte,internet_access,wlan,Wifi,POINT (2.7071361 48.3404171998554),18117
2148,452,2.7071361,48.3404171998554,77048.0,bourron-marlotte,internet_access,wlan,Wifi,POINT (2.7071361 48.3404171998554),18118
2149,452,2.7071361,48.3404171998554,77048.0,bourron-marlotte,internet_access,wlan,Wifi,POINT (2.7071361 48.3404171998554),18243
2150,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13018
2151,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13019
2152,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13144
2153,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13145
2154,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13270
2155,453,2.3624023,48.8676039997252,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3624023 48.8676039997252),13271
2156,454,2.3494077,48.8442804997309,75056.0,paris,internet_access,yes,Autre,POINT (2.3494077 48.8442804997309),12895
2157,454,2.3494077,48.8442804997309,75056.0,paris,internet_access,yes,Autre,POINT (2.3494077 48.8442804997309),12896
2158,454,2.3494077,48.8442804997309,75056.0,paris,internet_access,yes,Autre,POINT (2.3494077 48.8442804997309),13021
2159,454,2.3494077,48.8442804997309,75056.0,paris,internet_access,yes,Autre,POINT (2.3494077 48.8442804997309),13022
2160,454,2.3494077,48.8442804997309,75056.0,paris,internet_access,yes,Autre,POINT (2.3494077 48.8442804997309),13147
2161,455,2.2984924,48.8473289997302,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2984924 48.8473289997302),12139
2162,455,2.2984924,48.8473289997302,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2984924 48.8473289997302),12264
2163,455,2.2984924,48.8473289997302,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2984924 48.8473289997302),12265
2164,455,2.2984924,48.8473289997302,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2984924 48.8473289997302),12391
2165,456,2.2863778,48.8657378997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2863778 48.8657378997256),12010
2166,456,2.2863778,48.8657378997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2863778 48.8657378997256),12011
2167,456,2.2863778,48.8657378997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2863778 48.8657378997256),12136
2168,456,2.2863778,48.8657378997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2863778 48.8657378997256),12137
2169,456,2.2863778,48.8657378997256,75056.0,paris,internet_access,wlan,Wifi,POINT (2.2863778 48.8657378997256),12263
2170,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),12763
2171,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),12764
2172,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),12889
2173,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),12890
2174,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),13015
2175,457,2.3409236,48.8952791997183,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3409236 48.8952791997183),13016
2176,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),12763
2177,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),12764
2178,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),12889
2179,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),12890
2180,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),13015
2181,458,2.3436026,48.896579599718,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3436026 48.896579599718),13016
2182,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12518
2183,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12519
2184,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12644
2185,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12645
2186,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12770
2187,459,2.3246976,48.831838599734,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3246976 48.831838599734),12771
2188,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13018
2189,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13019
2190,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13144
2191,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13145
2192,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13270
2193,460,2.3609072,48.8684252997249,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3609072 48.8684252997249),13271
2194,461,2.3665353,48.8676985997251,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3665353 48.8676985997251),13144
2195,461,2.3665353,48.8676985997251,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3665353 48.8676985997251),13145
2196,461,2.3665353,48.8676985997251,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3665353 48.8676985997251),13270
2197,461,2.3665353,48.8676985997251,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3665353 48.8676985997251),13271
2198,461,2.3665353,48.8676985997251,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3665353 48.8676985997251),13397
2199,462,2.0695627,49.0350202996837,95127.0,cergy,internet_access,yes,Autre,POINT (2.0695627 49.0350202996837),8968
2200,462,2.0695627,49.0350202996837,95127.0,cergy,internet_access,yes,Autre,POINT (2.0695627 49.0350202996837),9093
2201,462,2.0695627,49.0350202996837,95127.0,cergy,internet_access,yes,Autre,POINT (2.0695627 49.0350202996837),9094
2202,462,2.0695627,49.0350202996837,95127.0,cergy,internet_access,yes,Autre,POINT (2.0695627 49.0350202996837),9220
2203,463,2.3015659,48.8569039997278,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3015659 48.8569039997278),12138
2204,463,2.3015659,48.8569039997278,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3015659 48.8569039997278),12263
2205,463,2.3015659,48.8569039997278,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3015659 48.8569039997278),12264
2206,463,2.3015659,48.8569039997278,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3015659 48.8569039997278),12389
2207,463,2.3015659,48.8569039997278,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3015659 48.8569039997278),12390
2208,464,2.3871278,48.8454695997306,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3871278 48.8454695997306),13399
2209,464,2.3871278,48.8454695997306,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3871278 48.8454695997306),13525
2210,464,2.3871278,48.8454695997306,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3871278 48.8454695997306),13526
2211,464,2.3871278,48.8454695997306,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3871278 48.8454695997306),13651
2212,465,2.3777264,48.8459091997305,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3777264 48.8459091997305),13273
2213,465,2.3777264,48.8459091997305,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3777264 48.8459091997305),13398
2214,465,2.3777264,48.8459091997305,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3777264 48.8459091997305),13399
2215,465,2.3777264,48.8459091997305,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3777264 48.8459091997305),13525
2216,466,2.3840327,48.8515627997291,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3840327 48.8515627997291),13398
2217,466,2.3840327,48.8515627997291,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3840327 48.8515627997291),13399
2218,466,2.3840327,48.8515627997291,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3840327 48.8515627997291),13524
2219,466,2.3840327,48.8515627997291,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3840327 48.8515627997291),13525
2220,466,2.3840327,48.8515627997291,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3840327 48.8515627997291),13650
2221,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13271
2222,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13272
2223,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13397
2224,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13398
2225,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13523
2226,467,2.3791681,48.860235999727,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3791681 48.860235999727),13524
2227,468,2.3805088,48.84803879973,75056.0,paris,internet_access,yes,Autre,POINT (2.3805088 48.84803879973),13273
2228,468,2.3805088,48.84803879973,75056.0,paris,internet_access,yes,Autre,POINT (2.3805088 48.84803879973),13398
2229,468,2.3805088,48.84803879973,75056.0,paris,internet_access,yes,Autre,POINT (2.3805088 48.84803879973),13399
2230,468,2.3805088,48.84803879973,75056.0,paris,internet_access,yes,Autre,POINT (2.3805088 48.84803879973),13524
2231,468,2.3805088,48.84803879973,75056.0,paris,internet_access,yes,Autre,POINT (2.3805088 48.84803879973),13525
2232,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13272
2233,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13273
2234,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13398
2235,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13399
2236,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13524
2237,469,2.3772212,48.8489782997298,75056.0,paris,internet_access,yes,Autre,POINT (2.3772212 48.8489782997298),13525
2238,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13272
2239,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13273
2240,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13398
2241,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13399
2242,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13524
2243,470,2.3784322,48.8508938997293,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3784322 48.8508938997293),13525
2244,471,2.3726008,48.8483965997299,75056.0,paris,internet_access,yes,Autre,POINT (2.3726008 48.8483965997299),13147
2245,471,2.3726008,48.8483965997299,75056.0,paris,internet_access,yes,Autre,POINT (2.3726008 48.8483965997299),13272
2246,471,2.3726008,48.8483965997299,75056.0,paris,internet_access,yes,Autre,POINT (2.3726008 48.8483965997299),13273
2247,471,2.3726008,48.8483965997299,75056.0,paris,internet_access,yes,Autre,POINT (2.3726008 48.8483965997299),13398
2248,471,2.3726008,48.8483965997299,75056.0,paris,internet_access,yes,Autre,POINT (2.3726008 48.8483965997299),13399
2249,472,2.3839793,48.8500420997295,75056.0,paris,internet_access,wlan,Wifi,POINT (2.3839793 48.8500420997295),13398
