,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
383,2.2499347,48.82267,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.249934673309326 48.822669982910156),11511
383,2.2499347,48.82267,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.249934673309326 48.822669982910156),11512
383,2.2499347,48.82267,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.249934673309326 48.822669982910156),11637
383,2.2499347,48.82267,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.249934673309326 48.822669982910156),11638
383,2.2499347,48.82267,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.249934673309326 48.822669982910156),11764
384,2.2499566,48.822628,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499566078186035 48.822628021240234),11511
384,2.2499566,48.822628,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499566078186035 48.822628021240234),11512
384,2.2499566,48.822628,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499566078186035 48.822628021240234),11637
384,2.2499566,48.822628,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499566078186035 48.822628021240234),11638
384,2.2499566,48.822628,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499566078186035 48.822628021240234),11764
385,2.2499776,48.822582,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499775886535645 48.82258224487305),11511
385,2.2499776,48.822582,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499775886535645 48.82258224487305),11512
385,2.2499776,48.822582,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499775886535645 48.82258224487305),11637
385,2.2499776,48.822582,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499775886535645 48.82258224487305),11638
385,2.2499776,48.822582,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2499775886535645 48.82258224487305),11764
386,2.267691,48.827515,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267690896987915 48.8275146484375),11763
386,2.267691,48.827515,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267690896987915 48.8275146484375),11889
386,2.267691,48.827515,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267690896987915 48.8275146484375),11890
386,2.267691,48.827515,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267690896987915 48.8275146484375),12015
387,2.2676978,48.827496,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267697811126709 48.82749557495117),11763
387,2.2676978,48.827496,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267697811126709 48.82749557495117),11889
387,2.2676978,48.827496,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267697811126709 48.82749557495117),11890
387,2.2676978,48.827496,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267697811126709 48.82749557495117),12015
388,2.2677045,48.82747,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267704486846924 48.82746887207031),11763
388,2.2677045,48.82747,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267704486846924 48.82746887207031),11889
388,2.2677045,48.82747,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267704486846924 48.82746887207031),11890
388,2.2677045,48.82747,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267704486846924 48.82746887207031),12015
389,2.2677052,48.827446,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267705202102661 48.82744598388672),11763
389,2.2677052,48.827446,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267705202102661 48.82744598388672),11889
389,2.2677052,48.827446,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267705202102661 48.82744598388672),11890
389,2.2677052,48.827446,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267705202102661 48.82744598388672),12015
390,2.267707,48.827423,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267707109451294 48.827423095703125),11763
390,2.267707,48.827423,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267707109451294 48.827423095703125),11889
390,2.267707,48.827423,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267707109451294 48.827423095703125),11890
390,2.267707,48.827423,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267707109451294 48.827423095703125),12015
391,2.2677124,48.8274,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267712354660034 48.82740020751953),11763
391,2.2677124,48.8274,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267712354660034 48.82740020751953),11889
391,2.2677124,48.8274,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267712354660034 48.82740020751953),11890
391,2.2677124,48.8274,92040.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.267712354660034 48.82740020751953),12015
392,2.354103,48.87084,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3541030883789062 48.8708381652832),12892
392,2.354103,48.87084,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3541030883789062 48.8708381652832),13018
392,2.354103,48.87084,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3541030883789062 48.8708381652832),13019
392,2.354103,48.87084,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3541030883789062 48.8708381652832),13144
392,2.354103,48.87084,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3541030883789062 48.8708381652832),13145
393,2.4662287,48.92524,93007.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.466228723526001 48.92523956298828),14524
393,2.4662287,48.92524,93007.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.466228723526001 48.92523956298828),14525
393,2.4662287,48.92524,93007.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.466228723526001 48.92523956298828),14650
393,2.4662287,48.92524,93007.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.466228723526001 48.92523956298828),14651
393,2.4662287,48.92524,93007.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.466228723526001 48.92523956298828),14776
394,1.9726346,48.82817,78165.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9726345539093018 48.82817077636719),7605
394,1.9726346,48.82817,78165.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9726345539093018 48.82817077636719),7730
394,1.9726346,48.82817,78165.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9726345539093018 48.82817077636719),7731
394,1.9726346,48.82817,78165.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9726345539093018 48.82817077636719),7857
395,2.0681465,48.808605,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.0681464672088623 48.8086051940918),8867
395,2.0681465,48.808605,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.0681464672088623 48.8086051940918),8993
395,2.0681465,48.808605,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.0681464672088623 48.8086051940918),8994
395,2.0681465,48.808605,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.0681464672088623 48.8086051940918),9119
395,2.0681465,48.808605,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.0681464672088623 48.8086051940918),9120
396,2.0682092,48.80859,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068209171295166 48.808589935302734),8867
396,2.0682092,48.80859,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068209171295166 48.808589935302734),8993
396,2.0682092,48.80859,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068209171295166 48.808589935302734),8994
396,2.0682092,48.80859,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068209171295166 48.808589935302734),9119
396,2.0682092,48.80859,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068209171295166 48.808589935302734),9120
397,2.0682697,48.80857,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068269729614258 48.808570861816406),8993
397,2.0682697,48.80857,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068269729614258 48.808570861816406),8994
397,2.0682697,48.80857,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068269729614258 48.808570861816406),9119
397,2.0682697,48.80857,78545.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.068269729614258 48.808570861816406),9120
398,2.407398,48.72226,91027.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.407397985458374 48.722259521484375),13665
398,2.407398,48.72226,91027.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.407397985458374 48.722259521484375),13790
398,2.407398,48.72226,91027.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.407397985458374 48.722259521484375),13791
398,2.407398,48.72226,91027.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.407397985458374 48.722259521484375),13916
398,2.407398,48.72226,91027.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.407397985458374 48.722259521484375),13917
399,1.960887,48.829933,78490.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9608869552612305 48.829933166503906),7478
399,1.960887,48.829933,78490.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9608869552612305 48.829933166503906),7479
399,1.960887,48.829933,78490.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9608869552612305 48.829933166503906),7604
399,1.960887,48.829933,78490.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9608869552612305 48.829933166503906),7605
399,1.960887,48.829933,78490.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (1.9608869552612305 48.829933166503906),7731
400,2.3032942,48.585773,91103.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3032941818237305 48.58577346801758),12294
400,2.3032942,48.585773,91103.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3032941818237305 48.58577346801758),12419
400,2.3032942,48.585773,91103.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3032941818237305 48.58577346801758),12420
400,2.3032942,48.585773,91103.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3032941818237305 48.58577346801758),12546
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11524
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11525
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11650
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11651
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11776
401,2.2532258,48.70492,91661.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.253225803375244 48.70492172241211),11777
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14028
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14029
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14154
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14155
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14280
402,2.4329667,48.848587,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.432966709136963 48.84858703613281),14281
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14028
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14029
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14154
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14155
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14280
403,2.4330163,48.848583,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.433016300201416 48.84858322143555),14281
404,2.4330814,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4330813884735107 48.84857940673828),14029
404,2.4330814,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4330813884735107 48.84857940673828),14154
404,2.4330814,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4330813884735107 48.84857940673828),14155
404,2.4330814,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4330813884735107 48.84857940673828),14280
404,2.4330814,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4330813884735107 48.84857940673828),14281
405,2.4331424,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4331424236297607 48.84857940673828),14029
405,2.4331424,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4331424236297607 48.84857940673828),14154
405,2.4331424,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4331424236297607 48.84857940673828),14155
405,2.4331424,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4331424236297607 48.84857940673828),14280
405,2.4331424,48.84858,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4331424236297607 48.84857940673828),14281
406,2.4332128,48.84857,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4332127571105957 48.84857177734375),14029
406,2.4332128,48.84857,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4332127571105957 48.84857177734375),14154
406,2.4332128,48.84857,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4332127571105957 48.84857177734375),14155
406,2.4332128,48.84857,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4332127571105957 48.84857177734375),14280
406,2.4332128,48.84857,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4332127571105957 48.84857177734375),14281
407,2.433316,48.848564,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333159923553467 48.84856414794922),14029
407,2.433316,48.848564,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333159923553467 48.84856414794922),14154
407,2.433316,48.848564,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333159923553467 48.84856414794922),14155
407,2.433316,48.848564,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333159923553467 48.84856414794922),14280
407,2.433316,48.848564,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333159923553467 48.84856414794922),14281
408,2.4333744,48.84856,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333744049072266 48.84856033325195),14029
408,2.4333744,48.84856,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333744049072266 48.84856033325195),14154
408,2.4333744,48.84856,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333744049072266 48.84856033325195),14155
408,2.4333744,48.84856,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333744049072266 48.84856033325195),14280
408,2.4333744,48.84856,94080.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4333744049072266 48.84856033325195),14281
409,2.3766,48.8828,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3766000270843506 48.8828010559082),13269
409,2.3766,48.8828,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3766000270843506 48.8828010559082),13394
409,2.3766,48.8828,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3766000270843506 48.8828010559082),13395
409,2.3766,48.8828,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3766000270843506 48.8828010559082),13521
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12637
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12638
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12763
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12764
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12889
410,2.335519,48.894897,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3355190753936768 48.8948974609375),12890
411,2.3121583,48.88685,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3121583461761475 48.88684844970703),12386
411,2.3121583,48.88685,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3121583461761475 48.88684844970703),12387
411,2.3121583,48.88685,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3121583461761475 48.88684844970703),12512
411,2.3121583,48.88685,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3121583461761475 48.88684844970703),12513
412,2.2724283,48.755196,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.272428274154663 48.75519561767578),11771
412,2.2724283,48.755196,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.272428274154663 48.75519561767578),11897
412,2.2724283,48.755196,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.272428274154663 48.75519561767578),11898
412,2.2724283,48.755196,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.272428274154663 48.75519561767578),12023
413,2.2907703,48.91592,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2907702922821045 48.91592025756836),12005
413,2.2907703,48.91592,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2907702922821045 48.91592025756836),12131
413,2.2907703,48.91592,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2907702922821045 48.91592025756836),12132
413,2.2907703,48.91592,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2907702922821045 48.91592025756836),12257
413,2.2907703,48.91592,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2907702922821045 48.91592025756836),12258
414,2.2908027,48.915886,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908027172088623 48.91588592529297),12005
414,2.2908027,48.915886,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908027172088623 48.91588592529297),12131
414,2.2908027,48.915886,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908027172088623 48.91588592529297),12132
414,2.2908027,48.915886,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908027172088623 48.91588592529297),12257
414,2.2908027,48.915886,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908027172088623 48.91588592529297),12258
415,2.2908368,48.915848,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290836811065674 48.91584777832031),12005
415,2.2908368,48.915848,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290836811065674 48.91584777832031),12131
415,2.2908368,48.915848,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290836811065674 48.91584777832031),12132
415,2.2908368,48.915848,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290836811065674 48.91584777832031),12257
415,2.2908368,48.915848,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290836811065674 48.91584777832031),12258
416,2.2908714,48.91581,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908713817596436 48.915809631347656),12005
416,2.2908714,48.91581,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908713817596436 48.915809631347656),12131
416,2.2908714,48.91581,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908713817596436 48.915809631347656),12132
416,2.2908714,48.91581,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908713817596436 48.915809631347656),12257
416,2.2908714,48.91581,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2908713817596436 48.915809631347656),12258
417,2.2909033,48.915775,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290903329849243 48.915775299072266),12005
417,2.2909033,48.915775,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290903329849243 48.915775299072266),12131
417,2.2909033,48.915775,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290903329849243 48.915775299072266),12132
417,2.2909033,48.915775,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290903329849243 48.915775299072266),12257
417,2.2909033,48.915775,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290903329849243 48.915775299072266),12258
418,2.2909358,48.91574,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290935754776001 48.915740966796875),12005
418,2.2909358,48.91574,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290935754776001 48.915740966796875),12131
418,2.2909358,48.91574,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290935754776001 48.915740966796875),12132
418,2.2909358,48.91574,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290935754776001 48.915740966796875),12257
418,2.2909358,48.91574,92004.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.290935754776001 48.915740966796875),12258
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11520
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11521
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11646
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11647
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11772
419,2.2522824,48.74089,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2522823810577393 48.74089050292969),11773
