,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
1184,2.4650373,48.76613,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4650373458862305 48.76612854003906),14794
1185,2.465186,48.766212,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.46518611907959 48.766212463378906),14541
1185,2.465186,48.766212,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.46518611907959 48.766212463378906),14542
1185,2.465186,48.766212,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.46518611907959 48.766212463378906),14667
1185,2.465186,48.766212,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.46518611907959 48.766212463378906),14668
1185,2.465186,48.766212,94074.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.46518611907959 48.766212463378906),14794
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10482
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10607
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10608
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10733
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10734
1186,2.1850982,49.017925,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.185098171234131 49.01792526245117),10860
1187,2.1957412,49.013424,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1957411766052246 49.013423919677734),10734
1187,2.1957412,49.013424,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1957411766052246 49.013423919677734),10735
1187,2.1957412,49.013424,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1957411766052246 49.013423919677734),10860
1187,2.1957412,49.013424,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1957411766052246 49.013423919677734),10861
1187,2.1957412,49.013424,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1957411766052246 49.013423919677734),10986
1188,2.1977484,49.009884,95051.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977484226226807 49.009883880615234),10734
1188,2.1977484,49.009884,95051.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977484226226807 49.009883880615234),10735
1188,2.1977484,49.009884,95051.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977484226226807 49.009883880615234),10860
1188,2.1977484,49.009884,95051.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977484226226807 49.009883880615234),10861
1188,2.1977484,49.009884,95051.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977484226226807 49.009883880615234),10987
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10734
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10735
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10860
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10861
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10986
1189,2.1995566,49.01089,95051.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.199556589126587 49.01089096069336),10987
1190,2.2045999,49.040684,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2045998573303223 49.04068374633789),10857
1190,2.2045999,49.040684,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2045998573303223 49.04068374633789),10858
1190,2.2045999,49.040684,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2045998573303223 49.04068374633789),10983
1190,2.2045999,49.040684,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2045998573303223 49.04068374633789),10984
1190,2.2045999,49.040684,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2045998573303223 49.04068374633789),11109
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),10857
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),10858
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),10983
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),10984
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),11109
1191,2.208484,49.037506,95060.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.208483934402466 49.037506103515625),11110
1192,2.2117739,49.03813,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2117738723754883 49.03813171386719),10983
1192,2.2117739,49.03813,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2117738723754883 49.03813171386719),10984
1192,2.2117739,49.03813,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2117738723754883 49.03813171386719),11109
1192,2.2117739,49.03813,95060.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2117738723754883 49.03813171386719),11110
1193,2.209007,48.923634,95063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2090070247650146 48.92363357543945),10870
1193,2.209007,48.923634,95063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2090070247650146 48.92363357543945),10996
1193,2.209007,48.923634,95063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2090070247650146 48.92363357543945),10997
1193,2.209007,48.923634,95063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2090070247650146 48.92363357543945),11122
1193,2.209007,48.923634,95063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2090070247650146 48.92363357543945),11123
1194,2.4285288,49.120148,95149.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4285287857055664 49.120147705078125),13998
1194,2.4285288,49.120148,95149.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4285287857055664 49.120147705078125),13999
1194,2.4285288,49.120148,95149.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4285287857055664 49.120147705078125),14124
1194,2.4285288,49.120148,95149.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4285287857055664 49.120147705078125),14125
1195,2.1947968,48.95347,95176.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1947968006134033 48.953468322753906),10741
1195,2.1947968,48.95347,95176.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1947968006134033 48.953468322753906),10867
1195,2.1947968,48.95347,95176.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1947968006134033 48.953468322753906),10993
1196,2.339929,49.033318,95199.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3399291038513184 49.03331756591797),12748
1196,2.339929,49.033318,95199.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3399291038513184 49.03331756591797),12749
1196,2.339929,49.033318,95199.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3399291038513184 49.03331756591797),12874
1196,2.339929,49.033318,95199.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3399291038513184 49.03331756591797),12875
1196,2.339929,49.033318,95199.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3399291038513184 49.03331756591797),13000
1197,2.2731955,48.978928,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.273195505142212 48.97892761230469),11746
1197,2.2731955,48.978928,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.273195505142212 48.97892761230469),11872
1197,2.2731955,48.978928,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.273195505142212 48.97892761230469),11873
1197,2.2731955,48.978928,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.273195505142212 48.97892761230469),11998
1197,2.2731955,48.978928,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.273195505142212 48.97892761230469),11999
1198,2.2770433,48.991646,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.277043342590332 48.99164581298828),11870
1198,2.2770433,48.991646,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.277043342590332 48.99164581298828),11871
1198,2.2770433,48.991646,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.277043342590332 48.99164581298828),11996
1198,2.2770433,48.991646,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.277043342590332 48.99164581298828),11997
1198,2.2770433,48.991646,95203.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.277043342590332 48.99164581298828),12123
1199,2.2597284,48.989075,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.25972843170166 48.98907470703125),11619
1199,2.2597284,48.989075,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.25972843170166 48.98907470703125),11745
1199,2.2597284,48.989075,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.25972843170166 48.98907470703125),11746
1199,2.2597284,48.989075,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.25972843170166 48.98907470703125),11871
1200,2.2685394,48.980686,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2685394287109375 48.98068618774414),11746
1200,2.2685394,48.980686,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2685394287109375 48.98068618774414),11872
1200,2.2685394,48.980686,95219.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2685394287109375 48.98068618774414),11998
1201,2.1812623,48.9621,95257.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.181262254714966 48.962100982666016),10488
1201,2.1812623,48.9621,95257.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.181262254714966 48.962100982666016),10614
1201,2.1812623,48.9621,95257.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.181262254714966 48.962100982666016),10615
1201,2.1812623,48.9621,95257.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.181262254714966 48.962100982666016),10740
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),14896
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),14897
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),15022
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),15023
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),15148
1202,2.4951365,48.97457,95277.0,True,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4951364994049072 48.974571228027344),15149
1203,2.4540486,49.02999,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4540486335754395 49.029991149902344),14386
1203,2.4540486,49.02999,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4540486335754395 49.029991149902344),14387
1203,2.4540486,49.02999,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4540486335754395 49.029991149902344),14512
1203,2.4540486,49.02999,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4540486335754395 49.029991149902344),14513
1204,2.4541216,49.03,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4541215896606445 49.029998779296875),14386
1204,2.4541216,49.03,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4541215896606445 49.029998779296875),14387
1204,2.4541216,49.03,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4541215896606445 49.029998779296875),14512
1204,2.4541216,49.03,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4541215896606445 49.029998779296875),14513
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14386
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14387
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14512
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14513
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14638
1205,2.460273,49.029686,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.460273027420044 49.029685974121094),14639
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14386
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14387
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14512
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14513
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14638
1206,2.4602904,49.029667,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4602904319763184 49.029666900634766),14639
1207,2.4733167,49.03168,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4733166694641113 49.031681060791016),14638
1207,2.4733167,49.03168,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4733166694641113 49.031681060791016),14639
1207,2.4733167,49.03168,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4733166694641113 49.031681060791016),14764
1207,2.4733167,49.03168,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4733166694641113 49.031681060791016),14765
1208,2.4733412,49.03165,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.473341226577759 49.03165054321289),14638
1208,2.4733412,49.03165,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.473341226577759 49.03165054321289),14639
1208,2.4733412,49.03165,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.473341226577759 49.03165054321289),14764
1208,2.4733412,49.03165,95280.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.473341226577759 49.03165054321289),14765
1209,2.1267543,49.016804,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1267542839050293 49.01680374145508),9726
1209,2.1267543,49.016804,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1267542839050293 49.01680374145508),9851
1209,2.1267543,49.016804,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1267542839050293 49.01680374145508),9852
1209,2.1267543,49.016804,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1267542839050293 49.01680374145508),9978
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9727
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9728
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9853
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9854
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9979
1210,2.1269865,49.004246,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.126986503601074 49.00424575805664),9980
1211,2.1435895,49.000587,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.143589496612549 49.000587463378906),9979
1211,2.1435895,49.000587,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.143589496612549 49.000587463378906),9980
1211,2.1435895,49.000587,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.143589496612549 49.000587463378906),10105
1211,2.1435895,49.000587,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.143589496612549 49.000587463378906),10106
1211,2.1435895,49.000587,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.143589496612549 49.000587463378906),10232
1212,2.144859,48.99805,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1448590755462646 48.998050689697266),9980
1212,2.144859,48.99805,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1448590755462646 48.998050689697266),10106
1212,2.144859,48.99805,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1448590755462646 48.998050689697266),10107
1212,2.144859,48.99805,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1448590755462646 48.998050689697266),10232
1213,2.1659083,48.98994,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1659083366394043 48.98994064331055),10233
1213,2.1659083,48.98994,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1659083366394043 48.98994064331055),10358
1213,2.1659083,48.98994,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1659083366394043 48.98994064331055),10359
1213,2.1659083,48.98994,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1659083366394043 48.98994064331055),10485
1214,2.1761053,48.991516,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.176105260848999 48.99151611328125),10484
1214,2.1761053,48.991516,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.176105260848999 48.99151611328125),10485
1214,2.1761053,48.991516,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.176105260848999 48.99151611328125),10610
1214,2.1761053,48.991516,95306.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.176105260848999 48.99151611328125),10611
1215,2.500683,49.049305,95351.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.500683069229126 49.0493049621582),15014
1215,2.500683,49.049305,95351.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.500683069229126 49.0493049621582),15015
1215,2.500683,49.049305,95351.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.500683069229126 49.0493049621582),15140
1215,2.500683,49.049305,95351.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.500683069229126 49.0493049621582),15141
1215,2.500683,49.049305,95351.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.500683069229126 49.0493049621582),15266
1216,2.1977808,49.006893,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977808475494385 49.006893157958984),10735
1216,2.1977808,49.006893,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977808475494385 49.006893157958984),10861
1216,2.1977808,49.006893,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977808475494385 49.006893157958984),10862
1216,2.1977808,49.006893,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1977808475494385 49.006893157958984),10987
1217,2.1990092,48.996506,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1990091800689697 48.99650573730469),10736
1217,2.1990092,48.996506,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1990091800689697 48.99650573730469),10862
1217,2.1990092,48.996506,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1990091800689697 48.99650573730469),10863
1217,2.1990092,48.996506,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1990091800689697 48.99650573730469),10988
1217,2.1990092,48.996506,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1990091800689697 48.99650573730469),10989
1218,2.203277,48.99416,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.203277111053467 48.99415969848633),10862
1218,2.203277,48.99416,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.203277111053467 48.99415969848633),10863
1218,2.203277,48.99416,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.203277111053467 48.99415969848633),10988
1218,2.203277,48.99416,95424.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.203277111053467 48.99415969848633),10989
1219,2.1414857,49.022182,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1414856910705566 49.02218246459961),9977
1219,2.1414857,49.022182,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1414856910705566 49.02218246459961),9978
1219,2.1414857,49.022182,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1414856910705566 49.02218246459961),10103
1219,2.1414857,49.022182,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1414856910705566 49.02218246459961),10104
1219,2.1414857,49.022182,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1414856910705566 49.02218246459961),10229
1220,2.155077,49.0194,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1550769805908203 49.01940155029297),10104
1220,2.155077,49.0194,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1550769805908203 49.01940155029297),10229
1220,2.155077,49.0194,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1550769805908203 49.01940155029297),10230
1220,2.155077,49.0194,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1550769805908203 49.01940155029297),10355
1220,2.155077,49.0194,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1550769805908203 49.01940155029297),10356
1221,2.157305,49.021755,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1573050022125244 49.02175521850586),10229
1221,2.157305,49.021755,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1573050022125244 49.02175521850586),10230
1221,2.157305,49.021755,95488.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1573050022125244 49.02175521850586),10355
