,X,Y,name,com_insee,com_nom,Type,Type_détaillé,geometry,0
310,2.6913791,48.4746373998224,Missing,77037,Bois-le-Roi,library,Bibliothèque,POINT (2.6913791 48.4746373998224),17724
310,2.6913791,48.4746373998224,Missing,77037,Bois-le-Roi,library,Bibliothèque,POINT (2.6913791 48.4746373998224),17725
310,2.6913791,48.4746373998224,Missing,77037,Bois-le-Roi,library,Bibliothèque,POINT (2.6913791 48.4746373998224),17850
310,2.6913791,48.4746373998224,Missing,77037,Bois-le-Roi,library,Bibliothèque,POINT (2.6913791 48.4746373998224),17851
310,2.6913791,48.4746373998224,Missing,77037,Bois-le-Roi,library,Bibliothèque,POINT (2.6913791 48.4746373998224),17976
311,2.4547139,48.6473237997798,Médiathèque,91600,Soisy-sur-Seine,library,Médiathèque,POINT (2.4547139 48.6473237997798),14303
311,2.4547139,48.6473237997798,Médiathèque,91600,Soisy-sur-Seine,library,Médiathèque,POINT (2.4547139 48.6473237997798),14429
311,2.4547139,48.6473237997798,Médiathèque,91600,Soisy-sur-Seine,library,Médiathèque,POINT (2.4547139 48.6473237997798),14430
311,2.4547139,48.6473237997798,Médiathèque,91600,Soisy-sur-Seine,library,Médiathèque,POINT (2.4547139 48.6473237997798),14555
311,2.4547139,48.6473237997798,Médiathèque,91600,Soisy-sur-Seine,library,Médiathèque,POINT (2.4547139 48.6473237997798),14556
312,2.4121327,48.8492174997297,Bibliothèque Assia Djebar,75056,Paris,library,Bibliothèque,POINT (2.4121327 48.8492174997297),13776
312,2.4121327,48.8492174997297,Bibliothèque Assia Djebar,75056,Paris,library,Bibliothèque,POINT (2.4121327 48.8492174997297),13777
312,2.4121327,48.8492174997297,Bibliothèque Assia Djebar,75056,Paris,library,Bibliothèque,POINT (2.4121327 48.8492174997297),13902
312,2.4121327,48.8492174997297,Bibliothèque Assia Djebar,75056,Paris,library,Bibliothèque,POINT (2.4121327 48.8492174997297),13903
312,2.4121327,48.8492174997297,Bibliothèque Assia Djebar,75056,Paris,library,Bibliothèque,POINT (2.4121327 48.8492174997297),14029
313,2.2641572,48.6160179997875,Médiathèque Les Lavandières,91333,Leuville-sur-Orge,library,Médiathèque,POINT (2.2641572 48.6160179997875),11661
313,2.2641572,48.6160179997875,Médiathèque Les Lavandières,91333,Leuville-sur-Orge,library,Médiathèque,POINT (2.2641572 48.6160179997875),11786
313,2.2641572,48.6160179997875,Médiathèque Les Lavandières,91333,Leuville-sur-Orge,library,Médiathèque,POINT (2.2641572 48.6160179997875),11787
313,2.2641572,48.6160179997875,Médiathèque Les Lavandières,91333,Leuville-sur-Orge,library,Médiathèque,POINT (2.2641572 48.6160179997875),11912
313,2.2641572,48.6160179997875,Médiathèque Les Lavandières,91333,Leuville-sur-Orge,library,Médiathèque,POINT (2.2641572 48.6160179997875),11913
314,2.3198845,48.6772010997724,Médiathèque,91216,Épinay-sur-Orge,library,Médiathèque,POINT (2.3198845 48.6772010997724),12535
314,2.3198845,48.6772010997724,Médiathèque,91216,Épinay-sur-Orge,library,Médiathèque,POINT (2.3198845 48.6772010997724),12536
314,2.3198845,48.6772010997724,Médiathèque,91216,Épinay-sur-Orge,library,Médiathèque,POINT (2.3198845 48.6772010997724),12661
314,2.3198845,48.6772010997724,Médiathèque,91216,Épinay-sur-Orge,library,Médiathèque,POINT (2.3198845 48.6772010997724),12662
315,2.4251595,48.8488955997298,Bibliothèque Ouest - Christine-De-Pisan,94080,Vincennes,library,Bibliothèque,POINT (2.4251595 48.8488955997298),13903
315,2.4251595,48.8488955997298,Bibliothèque Ouest - Christine-De-Pisan,94080,Vincennes,library,Bibliothèque,POINT (2.4251595 48.8488955997298),14028
315,2.4251595,48.8488955997298,Bibliothèque Ouest - Christine-De-Pisan,94080,Vincennes,library,Bibliothèque,POINT (2.4251595 48.8488955997298),14029
315,2.4251595,48.8488955997298,Bibliothèque Ouest - Christine-De-Pisan,94080,Vincennes,library,Bibliothèque,POINT (2.4251595 48.8488955997298),14154
315,2.4251595,48.8488955997298,Bibliothèque Ouest - Christine-De-Pisan,94080,Vincennes,library,Bibliothèque,POINT (2.4251595 48.8488955997298),14155
316,2.3464561,48.7479861997548,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3464561 48.7479861997548),12780
316,2.3464561,48.7479861997548,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3464561 48.7479861997548),12905
316,2.3464561,48.7479861997548,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3464561 48.7479861997548),12906
316,2.3464561,48.7479861997548,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3464561 48.7479861997548),13031
316,2.3464561,48.7479861997548,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3464561 48.7479861997548),13032
317,2.3510046,48.7488237997546,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3510046 48.7488237997546),12906
317,2.3510046,48.7488237997546,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3510046 48.7488237997546),13031
317,2.3510046,48.7488237997546,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3510046 48.7488237997546),13032
317,2.3510046,48.7488237997546,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3510046 48.7488237997546),13158
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),13885
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),13886
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),14011
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),14012
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),14137
318,2.4227545,49.001404599692,Médiathèque George Sand,95277,Gonesse,library,Médiathèque,POINT (2.4227545 49.001404599692),14138
319,2.2891657,48.7317793997588,Médiathèque Jean Cocteau,91377,Massy,library,Médiathèque,POINT (2.2891657 48.7317793997588),12026
319,2.2891657,48.7317793997588,Médiathèque Jean Cocteau,91377,Massy,library,Médiathèque,POINT (2.2891657 48.7317793997588),12151
319,2.2891657,48.7317793997588,Médiathèque Jean Cocteau,91377,Massy,library,Médiathèque,POINT (2.2891657 48.7317793997588),12152
319,2.2891657,48.7317793997588,Médiathèque Jean Cocteau,91377,Massy,library,Médiathèque,POINT (2.2891657 48.7317793997588),12277
319,2.2891657,48.7317793997588,Médiathèque Jean Cocteau,91377,Massy,library,Médiathèque,POINT (2.2891657 48.7317793997588),12278
320,2.432472,48.8029336997412,Bibliothèque du Centre,94046,Maisons-Alfort,library,Bibliothèque,POINT (2.432472 48.8029336997412),14034
320,2.432472,48.8029336997412,Bibliothèque du Centre,94046,Maisons-Alfort,library,Bibliothèque,POINT (2.432472 48.8029336997412),14159
320,2.432472,48.8029336997412,Bibliothèque du Centre,94046,Maisons-Alfort,library,Bibliothèque,POINT (2.432472 48.8029336997412),14160
320,2.432472,48.8029336997412,Bibliothèque du Centre,94046,Maisons-Alfort,library,Bibliothèque,POINT (2.432472 48.8029336997412),14286
321,1.9070628,49.0073023996905,Bibliothèque multimédi@ domaine Berson,78401,Meulan-en-Yvelines,library,Bibliothèque,POINT (1.9070628 49.0073023996905),6703
321,1.9070628,49.0073023996905,Bibliothèque multimédi@ domaine Berson,78401,Meulan-en-Yvelines,library,Bibliothèque,POINT (1.9070628 49.0073023996905),6829
321,1.9070628,49.0073023996905,Bibliothèque multimédi@ domaine Berson,78401,Meulan-en-Yvelines,library,Bibliothèque,POINT (1.9070628 49.0073023996905),6955
322,2.3451586,48.751400399754,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3451586 48.751400399754),12780
322,2.3451586,48.751400399754,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3451586 48.751400399754),12905
322,2.3451586,48.751400399754,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3451586 48.751400399754),12906
322,2.3451586,48.751400399754,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3451586 48.751400399754),13031
322,2.3451586,48.751400399754,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3451586 48.751400399754),13032
323,2.3450141,48.7503114997543,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3450141 48.7503114997543),12780
323,2.3450141,48.7503114997543,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3450141 48.7503114997543),12905
323,2.3450141,48.7503114997543,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3450141 48.7503114997543),12906
323,2.3450141,48.7503114997543,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3450141 48.7503114997543),13031
323,2.3450141,48.7503114997543,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3450141 48.7503114997543),13032
324,2.3481831,48.7492320997545,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3481831 48.7492320997545),12905
324,2.3481831,48.7492320997545,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3481831 48.7492320997545),12906
324,2.3481831,48.7492320997545,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3481831 48.7492320997545),13031
324,2.3481831,48.7492320997545,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3481831 48.7492320997545),13032
324,2.3481831,48.7492320997545,Missing,94065,Rungis,library,Dépôt à livres,POINT (2.3481831 48.7492320997545),13158
325,2.356322,48.856052699728,Bibliothèque Arthur Rimbaud,75056,Paris,library,Bibliothèque,POINT (2.356322 48.856052699728),13019
325,2.356322,48.856052699728,Bibliothèque Arthur Rimbaud,75056,Paris,library,Bibliothèque,POINT (2.356322 48.856052699728),13020
325,2.356322,48.856052699728,Bibliothèque Arthur Rimbaud,75056,Paris,library,Bibliothèque,POINT (2.356322 48.856052699728),13145
325,2.356322,48.856052699728,Bibliothèque Arthur Rimbaud,75056,Paris,library,Bibliothèque,POINT (2.356322 48.856052699728),13146
325,2.356322,48.856052699728,Bibliothèque Arthur Rimbaud,75056,Paris,library,Bibliothèque,POINT (2.356322 48.856052699728),13272
326,2.326324,48.9722299996992,Médiathèque Louise d’Épinay,95197,Deuil-la-Barre,library,Médiathèque,POINT (2.326324 48.9722299996992),12503
326,2.326324,48.9722299996992,Médiathèque Louise d’Épinay,95197,Deuil-la-Barre,library,Médiathèque,POINT (2.326324 48.9722299996992),12628
326,2.326324,48.9722299996992,Médiathèque Louise d’Épinay,95197,Deuil-la-Barre,library,Médiathèque,POINT (2.326324 48.9722299996992),12629
326,2.326324,48.9722299996992,Médiathèque Louise d’Épinay,95197,Deuil-la-Barre,library,Médiathèque,POINT (2.326324 48.9722299996992),12755
327,2.411226,48.6563543997775,Médiathèque Raymond Queneau,91521,Ris-Orangis,library,Médiathèque,POINT (2.411226 48.6563543997775),13798
327,2.411226,48.6563543997775,Médiathèque Raymond Queneau,91521,Ris-Orangis,library,Médiathèque,POINT (2.411226 48.6563543997775),13799
327,2.411226,48.6563543997775,Médiathèque Raymond Queneau,91521,Ris-Orangis,library,Médiathèque,POINT (2.411226 48.6563543997775),13924
327,2.411226,48.6563543997775,Médiathèque Raymond Queneau,91521,Ris-Orangis,library,Médiathèque,POINT (2.411226 48.6563543997775),13925
327,2.411226,48.6563543997775,Médiathèque Raymond Queneau,91521,Ris-Orangis,library,Médiathèque,POINT (2.411226 48.6563543997775),14050
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17192
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17193
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17318
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17319
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17444
328,2.6582051,48.7260610997603,Médiathèque La Canopée,77114,Chevry-Cossigny,library,Médiathèque,POINT (2.6582051 48.7260610997603),17445
329,2.3405502,48.8897930997196,McGriffs,75056,Paris,library,Bibliothèque,POINT (2.3405502 48.8897930997196),12764
329,2.3405502,48.8897930997196,McGriffs,75056,Paris,library,Bibliothèque,POINT (2.3405502 48.8897930997196),12890
329,2.3405502,48.8897930997196,McGriffs,75056,Paris,library,Bibliothèque,POINT (2.3405502 48.8897930997196),12891
329,2.3405502,48.8897930997196,McGriffs,75056,Paris,library,Bibliothèque,POINT (2.3405502 48.8897930997196),13016
330,2.3391567,48.8898105997196,Encre de Chine,75056,Paris,library,Bibliothèque,POINT (2.3391567 48.8898105997196),12764
330,2.3391567,48.8898105997196,Encre de Chine,75056,Paris,library,Bibliothèque,POINT (2.3391567 48.8898105997196),12765
330,2.3391567,48.8898105997196,Encre de Chine,75056,Paris,library,Bibliothèque,POINT (2.3391567 48.8898105997196),12890
330,2.3391567,48.8898105997196,Encre de Chine,75056,Paris,library,Bibliothèque,POINT (2.3391567 48.8898105997196),12891
330,2.3391567,48.8898105997196,Encre de Chine,75056,Paris,library,Bibliothèque,POINT (2.3391567 48.8898105997196),13016
331,2.424897,48.9343042997086,Bibliothèque Municipale,93013,Le Bourget,library,Bibliothèque,POINT (2.424897 48.9343042997086),13893
331,2.424897,48.9343042997086,Bibliothèque Municipale,93013,Le Bourget,library,Bibliothèque,POINT (2.424897 48.9343042997086),14019
331,2.424897,48.9343042997086,Bibliothèque Municipale,93013,Le Bourget,library,Bibliothèque,POINT (2.424897 48.9343042997086),14020
331,2.424897,48.9343042997086,Bibliothèque Municipale,93013,Le Bourget,library,Bibliothèque,POINT (2.424897 48.9343042997086),14145
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9344
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9345
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9470
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9471
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9596
332,2.0991198,49.0491996996801,Guillaume Apollinaire,95500,Pontoise,library,Bibliothèque,POINT (2.0991198 49.0491996996801),9597
333,2.6094464,48.6900535997692,Médiathèque L'Île aux Trésors,77053,Brie-Comte-Robert,library,Médiathèque,POINT (2.6094464 48.6900535997692),16566
333,2.6094464,48.6900535997692,Médiathèque L'Île aux Trésors,77053,Brie-Comte-Robert,library,Médiathèque,POINT (2.6094464 48.6900535997692),16567
333,2.6094464,48.6900535997692,Médiathèque L'Île aux Trésors,77053,Brie-Comte-Robert,library,Médiathèque,POINT (2.6094464 48.6900535997692),16692
333,2.6094464,48.6900535997692,Médiathèque L'Île aux Trésors,77053,Brie-Comte-Robert,library,Médiathèque,POINT (2.6094464 48.6900535997692),16693
333,2.6094464,48.6900535997692,Médiathèque L'Île aux Trésors,77053,Brie-Comte-Robert,library,Médiathèque,POINT (2.6094464 48.6900535997692),16818
334,2.34682,48.8624487997264,Médiathèque de la Canopée la fontaine,75056,Paris,library,Médiathèque,POINT (2.34682 48.8624487997264),12767
334,2.34682,48.8624487997264,Médiathèque de la Canopée la fontaine,75056,Paris,library,Médiathèque,POINT (2.34682 48.8624487997264),12893
334,2.34682,48.8624487997264,Médiathèque de la Canopée la fontaine,75056,Paris,library,Médiathèque,POINT (2.34682 48.8624487997264),12894
334,2.34682,48.8624487997264,Médiathèque de la Canopée la fontaine,75056,Paris,library,Médiathèque,POINT (2.34682 48.8624487997264),13019
334,2.34682,48.8624487997264,Médiathèque de la Canopée la fontaine,75056,Paris,library,Médiathèque,POINT (2.34682 48.8624487997264),13020
335,2.4011779,48.9705902996996,Bibliothèque Elsa Triolet,95268,Garges-lès-Gonesse,library,Bibliothèque,POINT (2.4011779 48.9705902996996),13637
335,2.4011779,48.9705902996996,Bibliothèque Elsa Triolet,95268,Garges-lès-Gonesse,library,Bibliothèque,POINT (2.4011779 48.9705902996996),13638
335,2.4011779,48.9705902996996,Bibliothèque Elsa Triolet,95268,Garges-lès-Gonesse,library,Bibliothèque,POINT (2.4011779 48.9705902996996),13763
335,2.4011779,48.9705902996996,Bibliothèque Elsa Triolet,95268,Garges-lès-Gonesse,library,Bibliothèque,POINT (2.4011779 48.9705902996996),13764
335,2.4011779,48.9705902996996,Bibliothèque Elsa Triolet,95268,Garges-lès-Gonesse,library,Bibliothèque,POINT (2.4011779 48.9705902996996),13889
336,2.3745664,48.9757245996984,Missing,95585,Sarcelles,library,Bibliothèque,POINT (2.3745664 48.9757245996984),13258
336,2.3745664,48.9757245996984,Missing,95585,Sarcelles,library,Bibliothèque,POINT (2.3745664 48.9757245996984),13259
336,2.3745664,48.9757245996984,Missing,95585,Sarcelles,library,Bibliothèque,POINT (2.3745664 48.9757245996984),13384
336,2.3745664,48.9757245996984,Missing,95585,Sarcelles,library,Bibliothèque,POINT (2.3745664 48.9757245996984),13385
337,2.3841637,48.9107955997144,Médiathèque Saint-John Perse,93001,Aubervilliers,library,Médiathèque,POINT (2.3841637 48.9107955997144),13391
337,2.3841637,48.9107955997144,Médiathèque Saint-John Perse,93001,Aubervilliers,library,Médiathèque,POINT (2.3841637 48.9107955997144),13392
337,2.3841637,48.9107955997144,Médiathèque Saint-John Perse,93001,Aubervilliers,library,Médiathèque,POINT (2.3841637 48.9107955997144),13517
337,2.3841637,48.9107955997144,Médiathèque Saint-John Perse,93001,Aubervilliers,library,Médiathèque,POINT (2.3841637 48.9107955997144),13518
337,2.3841637,48.9107955997144,Médiathèque Saint-John Perse,93001,Aubervilliers,library,Médiathèque,POINT (2.3841637 48.9107955997144),13644
338,2.3774973,48.6137618997881,Bibliothèque Condorcet,91086,Bondoufle,library,Bibliothèque,POINT (2.3774973 48.6137618997881),13299
338,2.3774973,48.6137618997881,Bibliothèque Condorcet,91086,Bondoufle,library,Bibliothèque,POINT (2.3774973 48.6137618997881),13424
338,2.3774973,48.6137618997881,Bibliothèque Condorcet,91086,Bondoufle,library,Bibliothèque,POINT (2.3774973 48.6137618997881),13425
338,2.3774973,48.6137618997881,Bibliothèque Condorcet,91086,Bondoufle,library,Bibliothèque,POINT (2.3774973 48.6137618997881),13551
339,2.0638259,48.9993988996925,Bibliothèque Berthe Morisot,78382,Maurecourt,library,Bibliothèque,POINT (2.0638259 48.9993988996925),8846
339,2.0638259,48.9993988996925,Bibliothèque Berthe Morisot,78382,Maurecourt,library,Bibliothèque,POINT (2.0638259 48.9993988996925),8971
339,2.0638259,48.9993988996925,Bibliothèque Berthe Morisot,78382,Maurecourt,library,Bibliothèque,POINT (2.0638259 48.9993988996925),8972
339,2.0638259,48.9993988996925,Bibliothèque Berthe Morisot,78382,Maurecourt,library,Bibliothèque,POINT (2.0638259 48.9993988996925),9098
340,2.4690403,48.4034164998399,Médiathèque du Moustier,91405,Milly-la-Forêt,library,Médiathèque,POINT (2.4690403 48.4034164998399),14582
340,2.4690403,48.4034164998399,Médiathèque du Moustier,91405,Milly-la-Forêt,library,Médiathèque,POINT (2.4690403 48.4034164998399),14708
340,2.4690403,48.4034164998399,Médiathèque du Moustier,91405,Milly-la-Forêt,library,Médiathèque,POINT (2.4690403 48.4034164998399),14709
340,2.4690403,48.4034164998399,Médiathèque du Moustier,91405,Milly-la-Forêt,library,Médiathèque,POINT (2.4690403 48.4034164998399),14834
340,2.4690403,48.4034164998399,Médiathèque du Moustier,91405,Milly-la-Forêt,library,Médiathèque,POINT (2.4690403 48.4034164998399),14835
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),10998
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),10999
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),11124
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),11125
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),11250
341,2.2157884,48.9053300997158,Bibliothèque universitaire,92050,Nanterre,library,Bibliothèque,POINT (2.2157884 48.9053300997158),11251
342,2.3415469,48.8525018997289,Bibliothèque Serpente,75056,Paris,library,Bibliothèque,POINT (2.3415469 48.8525018997289),12768
342,2.3415469,48.8525018997289,Bibliothèque Serpente,75056,Paris,library,Bibliothèque,POINT (2.3415469 48.8525018997289),12769
342,2.3415469,48.8525018997289,Bibliothèque Serpente,75056,Paris,library,Bibliothèque,POINT (2.3415469 48.8525018997289),12894
342,2.3415469,48.8525018997289,Bibliothèque Serpente,75056,Paris,library,Bibliothèque,POINT (2.3415469 48.8525018997289),12895
342,2.3415469,48.8525018997289,Bibliothèque Serpente,75056,Paris,library,Bibliothèque,POINT (2.3415469 48.8525018997289),13020
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16171
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16172
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16297
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16298
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16423
343,2.5858539,48.8419446997315,Missing,77083,Champs-sur-Marne,library,Dépôt à livres,POINT (2.5858539 48.8419446997315),16424
344,1.7021188,49.0630471996767,Boîte à lire,95651,Vétheuil,library,Dépôt à livres,POINT (1.7021188 49.0630471996767),3798
344,1.7021188,49.0630471996767,Boîte à lire,95651,Vétheuil,library,Dépôt à livres,POINT (1.7021188 49.0630471996767),3799
344,1.7021188,49.0630471996767,Boîte à lire,95651,Vétheuil,library,Dépôt à livres,POINT (1.7021188 49.0630471996767),3924
344,1.7021188,49.0630471996767,Boîte à lire,95651,Vétheuil,library,Dépôt à livres,POINT (1.7021188 49.0630471996767),3925
344,1.7021188,49.0630471996767,Boîte à lire,95651,Vétheuil,library,Dépôt à livres,POINT (1.7021188 49.0630471996767),4051
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),11754
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),11755
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),11880
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),11881
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),12006
345,2.2691435,48.9050005997159,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2691435 48.9050005997159),12007
346,2.3006114,48.6548852997779,Médiathèque Jacques Prévert,91685,Villiers-sur-Orge,library,Médiathèque,POINT (2.3006114 48.6548852997779),12160
346,2.3006114,48.6548852997779,Médiathèque Jacques Prévert,91685,Villiers-sur-Orge,library,Médiathèque,POINT (2.3006114 48.6548852997779),12286
346,2.3006114,48.6548852997779,Médiathèque Jacques Prévert,91685,Villiers-sur-Orge,library,Médiathèque,POINT (2.3006114 48.6548852997779),12287
346,2.3006114,48.6548852997779,Médiathèque Jacques Prévert,91685,Villiers-sur-Orge,library,Médiathèque,POINT (2.3006114 48.6548852997779),12412
346,2.3006114,48.6548852997779,Médiathèque Jacques Prévert,91685,Villiers-sur-Orge,library,Médiathèque,POINT (2.3006114 48.6548852997779),12413
347,2.1963914,48.8909872997193,Missing,92050,Nanterre,library,Dépôt à livres,POINT (2.1963914 48.8909872997193),10748
347,2.1963914,48.8909872997193,Missing,92050,Nanterre,library,Dépôt à livres,POINT (2.1963914 48.8909872997193),10873
347,2.1963914,48.8909872997193,Missing,92050,Nanterre,library,Dépôt à livres,POINT (2.1963914 48.8909872997193),10874
347,2.1963914,48.8909872997193,Missing,92050,Nanterre,library,Dépôt à livres,POINT (2.1963914 48.8909872997193),11000
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),13907
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),13908
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),14033
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),14034
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),14159
348,2.4231041,48.8056339997405,Médiathèque Simone Veil,94002,Alfortville,library,Médiathèque,POINT (2.4231041 48.8056339997405),14160
349,2.7259866,48.4158144998369,Missing,77014,Avon,library,Dépôt à livres,POINT (2.7259866 48.4158144998369),18234
349,2.7259866,48.4158144998369,Missing,77014,Avon,library,Dépôt à livres,POINT (2.7259866 48.4158144998369),18235
349,2.7259866,48.4158144998369,Missing,77014,Avon,library,Dépôt à livres,POINT (2.7259866 48.4158144998369),18360
349,2.7259866,48.4158144998369,Missing,77014,Avon,library,Dépôt à livres,POINT (2.7259866 48.4158144998369),18361
349,2.7259866,48.4158144998369,Missing,77014,Avon,library,Dépôt à livres,POINT (2.7259866 48.4158144998369),18487
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10119
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10120
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10245
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10246
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10371
350,2.1513286,48.8776507997227,Bibliothèque de Croissy,78190,Croissy-sur-Seine,library,Bibliothèque,POINT (2.1513286 48.8776507997227),10372
351,1.5680954,49.0405831996823,Bibliothèque Municipale,78057,Bennecourt,library,Bibliothèque,POINT (1.5680954 49.0405831996823),1911
351,1.5680954,49.0405831996823,Bibliothèque Municipale,78057,Bennecourt,library,Bibliothèque,POINT (1.5680954 49.0405831996823),1912
351,1.5680954,49.0405831996823,Bibliothèque Municipale,78057,Bennecourt,library,Bibliothèque,POINT (1.5680954 49.0405831996823),2037
351,1.5680954,49.0405831996823,Bibliothèque Municipale,78057,Bennecourt,library,Bibliothèque,POINT (1.5680954 49.0405831996823),2038
