,X,Y,name,brand,operator,fuel_diesel,fuel_95,fuel_98,fuel_e10,fuel_gpl,com_insee,com_nom,Type,type,Type_détaillé,geometry,0
617,1.5929768,49.0395060996825,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,78255.0,Freneuse,fuel,,Station de carburant,POINT (1.5929768 49.0395060996825),2415
617,1.5929768,49.0395060996825,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,78255.0,Freneuse,fuel,,Station de carburant,POINT (1.5929768 49.0395060996825),2416
618,2.4479843,48.739193899757,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,94078.0,Villeneuve-Saint-Georges,fuel,,Station de carburant,POINT (2.4479843 48.739193899757),14293
618,2.4479843,48.739193899757,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,94078.0,Villeneuve-Saint-Georges,fuel,,Station de carburant,POINT (2.4479843 48.739193899757),14418
618,2.4479843,48.739193899757,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,94078.0,Villeneuve-Saint-Georges,fuel,,Station de carburant,POINT (2.4479843 48.739193899757),14419
618,2.4479843,48.739193899757,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,94078.0,Villeneuve-Saint-Georges,fuel,,Station de carburant,POINT (2.4479843 48.739193899757),14545
619,2.3380729,48.7729348997486,Relais Total,Total,Total,yes,,yes,yes,,94021.0,Chevilly-Larue,fuel,,Station de carburant,POINT (2.3380729 48.7729348997486),12777
619,2.3380729,48.7729348997486,Relais Total,Total,Total,yes,,yes,yes,,94021.0,Chevilly-Larue,fuel,,Station de carburant,POINT (2.3380729 48.7729348997486),12778
619,2.3380729,48.7729348997486,Relais Total,Total,Total,yes,,yes,yes,,94021.0,Chevilly-Larue,fuel,,Station de carburant,POINT (2.3380729 48.7729348997486),12903
619,2.3380729,48.7729348997486,Relais Total,Total,Total,yes,,yes,yes,,94021.0,Chevilly-Larue,fuel,,Station de carburant,POINT (2.3380729 48.7729348997486),12904
619,2.3380729,48.7729348997486,Relais Total,Total,Total,yes,,yes,yes,,94021.0,Chevilly-Larue,fuel,,Station de carburant,POINT (2.3380729 48.7729348997486),13029
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20579
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20580
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20705
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20706
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20831
620,2.902132,48.8589290997273,Intermarché,Intermarché,Groupement des Mousquetaires,yes,yes,yes,yes,,77142.0,Crécy-la-Chapelle,fuel,,Station de carburant,POINT (2.902132 48.8589290997273),20832
621,2.7290993,48.7396058997569,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77215.0,Gretz-Armainvilliers,fuel,,Station de carburant,POINT (2.7290993 48.7396058997569),18199
621,2.7290993,48.7396058997569,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77215.0,Gretz-Armainvilliers,fuel,,Station de carburant,POINT (2.7290993 48.7396058997569),18324
621,2.7290993,48.7396058997569,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77215.0,Gretz-Armainvilliers,fuel,,Station de carburant,POINT (2.7290993 48.7396058997569),18325
621,2.7290993,48.7396058997569,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77215.0,Gretz-Armainvilliers,fuel,,Station de carburant,POINT (2.7290993 48.7396058997569),18451
622,2.7500454,48.8766651997229,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77307.0,Montévrain,fuel,,Station de carburant,POINT (2.7500454 48.8766651997229),18436
622,2.7500454,48.8766651997229,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77307.0,Montévrain,fuel,,Station de carburant,POINT (2.7500454 48.8766651997229),18561
622,2.7500454,48.8766651997229,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77307.0,Montévrain,fuel,,Station de carburant,POINT (2.7500454 48.8766651997229),18562
622,2.7500454,48.8766651997229,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77307.0,Montévrain,fuel,,Station de carburant,POINT (2.7500454 48.8766651997229),18687
622,2.7500454,48.8766651997229,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,77307.0,Montévrain,fuel,,Station de carburant,POINT (2.7500454 48.8766651997229),18688
623,1.5240269,48.9452560997059,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,78107.0,Bréval,fuel,,Station de carburant,POINT (1.5240269 48.9452560997059),1292
623,1.5240269,48.9452560997059,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,78107.0,Bréval,fuel,,Station de carburant,POINT (1.5240269 48.9452560997059),1417
623,1.5240269,48.9452560997059,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,78107.0,Bréval,fuel,,Station de carburant,POINT (1.5240269 48.9452560997059),1418
623,1.5240269,48.9452560997059,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,78107.0,Bréval,fuel,,Station de carburant,POINT (1.5240269 48.9452560997059),1544
624,1.7636856,48.811713399739,Casino,Casino,,yes,yes,yes,yes,,78265.0,Garancières,fuel,,Station de carburant,POINT (1.7636856 48.811713399739),4708
624,1.7636856,48.811713399739,Casino,Casino,,yes,yes,yes,yes,,78265.0,Garancières,fuel,,Station de carburant,POINT (1.7636856 48.811713399739),4709
624,1.7636856,48.811713399739,Casino,Casino,,yes,yes,yes,yes,,78265.0,Garancières,fuel,,Station de carburant,POINT (1.7636856 48.811713399739),4834
624,1.7636856,48.811713399739,Casino,Casino,,yes,yes,yes,yes,,78265.0,Garancières,fuel,,Station de carburant,POINT (1.7636856 48.811713399739),4835
624,1.7636856,48.811713399739,Casino,Casino,,yes,yes,yes,yes,,78265.0,Garancières,fuel,,Station de carburant,POINT (1.7636856 48.811713399739),4961
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13041
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13042
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13167
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13168
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13293
625,2.3597828,48.662434299776,Intermarché,Intermarché,Groupement des Mousquetaires,yes,,yes,yes,,91434.0,Morsang-sur-Orge,fuel,,Station de carburant,POINT (2.3597828 48.662434299776),13294
626,2.3664311,48.8536266997286,,,,,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3664311 48.8536266997286),13146
626,2.3664311,48.8536266997286,,,,,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3664311 48.8536266997286),13147
626,2.3664311,48.8536266997286,,,,,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3664311 48.8536266997286),13272
626,2.3664311,48.8536266997286,,,,,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3664311 48.8536266997286),13273
626,2.3664311,48.8536266997286,,,,,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3664311 48.8536266997286),13398
627,2.2325832,48.932797099709,Total Access - Relais des Impressionnistes,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.2325832 48.932797099709),11247
627,2.2325832,48.932797099709,Total Access - Relais des Impressionnistes,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.2325832 48.932797099709),11248
627,2.2325832,48.932797099709,Total Access - Relais des Impressionnistes,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.2325832 48.932797099709),11373
627,2.2325832,48.932797099709,Total Access - Relais des Impressionnistes,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.2325832 48.932797099709),11374
627,2.2325832,48.932797099709,Total Access - Relais des Impressionnistes,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.2325832 48.932797099709),11499
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12391
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12392
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12517
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12518
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12643
628,2.3172666,48.8408421997318,8 à Huit,BP,,,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3172666 48.8408421997318),12644
629,2.1419881,49.0200718996874,AS 24,AS 24,,,,,,,95488.0,Pierrelaye,fuel,,Station de carburant,POINT (2.1419881 49.0200718996874),9977
629,2.1419881,49.0200718996874,AS 24,AS 24,,,,,,,95488.0,Pierrelaye,fuel,,Station de carburant,POINT (2.1419881 49.0200718996874),9978
629,2.1419881,49.0200718996874,AS 24,AS 24,,,,,,,95488.0,Pierrelaye,fuel,,Station de carburant,POINT (2.1419881 49.0200718996874),10103
629,2.1419881,49.0200718996874,AS 24,AS 24,,,,,,,95488.0,Pierrelaye,fuel,,Station de carburant,POINT (2.1419881 49.0200718996874),10104
629,2.1419881,49.0200718996874,AS 24,AS 24,,,,,,,95488.0,Pierrelaye,fuel,,Station de carburant,POINT (2.1419881 49.0200718996874),10230
630,2.2535353,48.8387524997323,Total Porte Saint-Cloud,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2535353 48.8387524997323),11510
630,2.2535353,48.8387524997323,Total Porte Saint-Cloud,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2535353 48.8387524997323),11635
630,2.2535353,48.8387524997323,Total Porte Saint-Cloud,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2535353 48.8387524997323),11636
630,2.2535353,48.8387524997323,Total Porte Saint-Cloud,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2535353 48.8387524997323),11761
630,2.2535353,48.8387524997323,Total Porte Saint-Cloud,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2535353 48.8387524997323),11762
631,2.50854472165301,48.7488347992441,BP,BP,,yes,,,yes,,94004.0,Boissy-Saint-Léger,fuel,,Station de carburant,POINT (2.50854472165301 48.7488347992441),15048
631,2.50854472165301,48.7488347992441,BP,BP,,yes,,,yes,,94004.0,Boissy-Saint-Léger,fuel,,Station de carburant,POINT (2.50854472165301 48.7488347992441),15173
631,2.50854472165301,48.7488347992441,BP,BP,,yes,,,yes,,94004.0,Boissy-Saint-Léger,fuel,,Station de carburant,POINT (2.50854472165301 48.7488347992441),15174
631,2.50854472165301,48.7488347992441,BP,BP,,yes,,,yes,,94004.0,Boissy-Saint-Léger,fuel,,Station de carburant,POINT (2.50854472165301 48.7488347992441),15299
631,2.50854472165301,48.7488347992441,BP,BP,,yes,,,yes,,94004.0,Boissy-Saint-Léger,fuel,,Station de carburant,POINT (2.50854472165301 48.7488347992441),15300
632,2.27692583403804,48.8177306573887,Esso Express,Esso Express,,yes,,yes,yes,,92040.0,Issy-les-Moulineaux,fuel,,Station de carburant,POINT (2.27692583403804 48.8177306573887),11890
632,2.27692583403804,48.8177306573887,Esso Express,Esso Express,,yes,,yes,yes,,92040.0,Issy-les-Moulineaux,fuel,,Station de carburant,POINT (2.27692583403804 48.8177306573887),11891
632,2.27692583403804,48.8177306573887,Esso Express,Esso Express,,yes,,yes,yes,,92040.0,Issy-les-Moulineaux,fuel,,Station de carburant,POINT (2.27692583403804 48.8177306573887),12016
632,2.27692583403804,48.8177306573887,Esso Express,Esso Express,,yes,,yes,yes,,92040.0,Issy-les-Moulineaux,fuel,,Station de carburant,POINT (2.27692583403804 48.8177306573887),12017
632,2.27692583403804,48.8177306573887,Esso Express,Esso Express,,yes,,yes,yes,,92040.0,Issy-les-Moulineaux,fuel,,Station de carburant,POINT (2.27692583403804 48.8177306573887),12142
633,2.07522215599658,49.0497405003955,Total Contact,Total Contact,SAS ROUSSEAU CERGY PONTOISE,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07522215599658 49.0497405003955),8966
633,2.07522215599658,49.0497405003955,Total Contact,Total Contact,SAS ROUSSEAU CERGY PONTOISE,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07522215599658 49.0497405003955),9092
633,2.07522215599658,49.0497405003955,Total Contact,Total Contact,SAS ROUSSEAU CERGY PONTOISE,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07522215599658 49.0497405003955),9093
633,2.07522215599658,49.0497405003955,Total Contact,Total Contact,SAS ROUSSEAU CERGY PONTOISE,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07522215599658 49.0497405003955),9218
633,2.07522215599658,49.0497405003955,Total Contact,Total Contact,SAS ROUSSEAU CERGY PONTOISE,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07522215599658 49.0497405003955),9219
634,2.07693693691223,49.0771724579109,Auchan,Auchan,Auchan,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07693693691223 49.0771724579109),8963
634,2.07693693691223,49.0771724579109,Auchan,Auchan,Auchan,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07693693691223 49.0771724579109),9089
634,2.07693693691223,49.0771724579109,Auchan,Auchan,Auchan,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07693693691223 49.0771724579109),9090
634,2.07693693691223,49.0771724579109,Auchan,Auchan,Auchan,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07693693691223 49.0771724579109),9215
634,2.07693693691223,49.0771724579109,Auchan,Auchan,Auchan,yes,,yes,yes,,95476.0,Osny,fuel,,Station de carburant,POINT (2.07693693691223 49.0771724579109),9216
635,2.08452617623646,49.0613610836116,,,,,,,,,95476.0,Osny,fuel,,Station de carburant,POINT (2.08452617623646 49.0613610836116),9091
635,2.08452617623646,49.0613610836116,,,,,,,,,95476.0,Osny,fuel,,Station de carburant,POINT (2.08452617623646 49.0613610836116),9217
635,2.08452617623646,49.0613610836116,,,,,,,,,95476.0,Osny,fuel,,Station de carburant,POINT (2.08452617623646 49.0613610836116),9343
636,2.12338699998967,49.056598999735,,E. Leclerc,E. Leclerc,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.12338699998967 49.056598999735),9721
636,2.12338699998967,49.056598999735,,E. Leclerc,E. Leclerc,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.12338699998967 49.056598999735),9722
636,2.12338699998967,49.056598999735,,E. Leclerc,E. Leclerc,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.12338699998967 49.056598999735),9847
636,2.12338699998967,49.056598999735,,E. Leclerc,E. Leclerc,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.12338699998967 49.056598999735),9848
637,1.97644804395832,48.9249152835737,Total,Total,,yes,,yes,yes,,78466.0,Orgeval,fuel,,Station de carburant,POINT (1.97644804395832 48.9249152835737),7594
637,1.97644804395832,48.9249152835737,Total,Total,,yes,,yes,yes,,78466.0,Orgeval,fuel,,Station de carburant,POINT (1.97644804395832 48.9249152835737),7720
637,1.97644804395832,48.9249152835737,Total,Total,,yes,,yes,yes,,78466.0,Orgeval,fuel,,Station de carburant,POINT (1.97644804395832 48.9249152835737),7721
637,1.97644804395832,48.9249152835737,Total,Total,,yes,,yes,yes,,78466.0,Orgeval,fuel,,Station de carburant,POINT (1.97644804395832 48.9249152835737),7846
637,1.97644804395832,48.9249152835737,Total,Total,,yes,,yes,yes,,78466.0,Orgeval,fuel,,Station de carburant,POINT (1.97644804395832 48.9249152835737),7847
638,2.04622933881693,49.0529946840532,Esso Saint-Christophe,Esso,,yes,,yes,yes,,95127.0,Cergy,fuel,,Station de carburant,POINT (2.04622933881693 49.0529946840532),8588
638,2.04622933881693,49.0529946840532,Esso Saint-Christophe,Esso,,yes,,yes,yes,,95127.0,Cergy,fuel,,Station de carburant,POINT (2.04622933881693 49.0529946840532),8713
638,2.04622933881693,49.0529946840532,Esso Saint-Christophe,Esso,,yes,,yes,yes,,95127.0,Cergy,fuel,,Station de carburant,POINT (2.04622933881693 49.0529946840532),8714
638,2.04622933881693,49.0529946840532,Esso Saint-Christophe,Esso,,yes,,yes,yes,,95127.0,Cergy,fuel,,Station de carburant,POINT (2.04622933881693 49.0529946840532),8840
639,2.02440620081568,49.0466183996386,,,BP,yes,,yes,yes,yes,95127.0,Cergy,fuel,,Station de carburant,POINT (2.02440620081568 49.0466183996386),8336
639,2.02440620081568,49.0466183996386,,,BP,yes,,yes,yes,yes,95127.0,Cergy,fuel,,Station de carburant,POINT (2.02440620081568 49.0466183996386),8337
639,2.02440620081568,49.0466183996386,,,BP,yes,,yes,yes,yes,95127.0,Cergy,fuel,,Station de carburant,POINT (2.02440620081568 49.0466183996386),8462
639,2.02440620081568,49.0466183996386,,,BP,yes,,yes,yes,yes,95127.0,Cergy,fuel,,Station de carburant,POINT (2.02440620081568 49.0466183996386),8463
639,2.02440620081568,49.0466183996386,,,BP,yes,,yes,yes,yes,95127.0,Cergy,fuel,,Station de carburant,POINT (2.02440620081568 49.0466183996386),8589
640,2.80503080248861,48.3894326860548,,,,,,,,,77079.0,Champagne-sur-Seine,fuel,,Station de carburant,POINT (2.80503080248861 48.3894326860548),19246
640,2.80503080248861,48.3894326860548,,,,,,,,,77079.0,Champagne-sur-Seine,fuel,,Station de carburant,POINT (2.80503080248861 48.3894326860548),19371
640,2.80503080248861,48.3894326860548,,,,,,,,,77079.0,Champagne-sur-Seine,fuel,,Station de carburant,POINT (2.80503080248861 48.3894326860548),19372
640,2.80503080248861,48.3894326860548,,,,,,,,,77079.0,Champagne-sur-Seine,fuel,,Station de carburant,POINT (2.80503080248861 48.3894326860548),19497
640,2.80503080248861,48.3894326860548,,,,,,,,,77079.0,Champagne-sur-Seine,fuel,,Station de carburant,POINT (2.80503080248861 48.3894326860548),19498
641,2.22014100666251,49.018215004037,BP,BP,BP,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.22014100666251 49.018215004037),10986
641,2.22014100666251,49.018215004037,BP,BP,BP,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.22014100666251 49.018215004037),11111
641,2.22014100666251,49.018215004037,BP,BP,BP,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.22014100666251 49.018215004037),11112
641,2.22014100666251,49.018215004037,BP,BP,BP,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.22014100666251 49.018215004037),11237
641,2.22014100666251,49.018215004037,BP,BP,BP,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.22014100666251 49.018215004037),11238
642,2.2228144999366,49.0153734998597,C. C. Auchan,Auchan,Auchan,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.2228144999366 49.0153734998597),11112
642,2.2228144999366,49.0153734998597,C. C. Auchan,Auchan,Auchan,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.2228144999366 49.0153734998597),11113
642,2.2228144999366,49.0153734998597,C. C. Auchan,Auchan,Auchan,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.2228144999366 49.0153734998597),11238
642,2.2228144999366,49.0153734998597,C. C. Auchan,Auchan,Auchan,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.2228144999366 49.0153734998597),11239
642,2.2228144999366,49.0153734998597,C. C. Auchan,Auchan,Auchan,yes,,yes,yes,yes,95607.0,Taverny,fuel,,Station de carburant,POINT (2.2228144999366 49.0153734998597),11364
643,2.00270630234217,48.8190784718599,Station Carrefour Market Villepreux,Carrefour,Carrefour,yes,,yes,yes,,78674.0,Villepreux,fuel,,Station de carburant,POINT (2.00270630234217 48.8190784718599),7984
643,2.00270630234217,48.8190784718599,Station Carrefour Market Villepreux,Carrefour,Carrefour,yes,,yes,yes,,78674.0,Villepreux,fuel,,Station de carburant,POINT (2.00270630234217 48.8190784718599),8109
643,2.00270630234217,48.8190784718599,Station Carrefour Market Villepreux,Carrefour,Carrefour,yes,,yes,yes,,78674.0,Villepreux,fuel,,Station de carburant,POINT (2.00270630234217 48.8190784718599),8110
643,2.00270630234217,48.8190784718599,Station Carrefour Market Villepreux,Carrefour,Carrefour,yes,,yes,yes,,78674.0,Villepreux,fuel,,Station de carburant,POINT (2.00270630234217 48.8190784718599),8236
644,2.44814628677995,48.980107329785,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.44814628677995 48.980107329785),14266
644,2.44814628677995,48.980107329785,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.44814628677995 48.980107329785),14392
644,2.44814628677995,48.980107329785,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.44814628677995 48.980107329785),14393
644,2.44814628677995,48.980107329785,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.44814628677995 48.980107329785),14518
645,2.42847113913517,48.9921125457574,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.42847113913517 48.9921125457574),14012
645,2.42847113913517,48.9921125457574,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.42847113913517 48.9921125457574),14013
645,2.42847113913517,48.9921125457574,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.42847113913517 48.9921125457574),14138
645,2.42847113913517,48.9921125457574,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.42847113913517 48.9921125457574),14139
645,2.42847113913517,48.9921125457574,Total Access,Total Access,,yes,,yes,yes,,95277.0,Gonesse,fuel,,Station de carburant,POINT (2.42847113913517 48.9921125457574),14265
646,2.20702450203547,48.9447223890754,Total Access,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.20702450203547 48.9447223890754),10868
646,2.20702450203547,48.9447223890754,Total Access,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.20702450203547 48.9447223890754),10993
646,2.20702450203547,48.9447223890754,Total Access,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.20702450203547 48.9447223890754),10994
646,2.20702450203547,48.9447223890754,Total Access,Total Access,,yes,,yes,yes,,95018.0,Argenteuil,fuel,,Station de carburant,POINT (2.20702450203547 48.9447223890754),11120
647,2.34296921960904,49.0411782469643,Esso Express,Esso Express,,yes,,yes,yes,,95409.0,Moisselles,fuel,,Station de carburant,POINT (2.34296921960904 49.0411782469643),12747
647,2.34296921960904,49.0411782469643,Esso Express,Esso Express,,yes,,yes,yes,,95409.0,Moisselles,fuel,,Station de carburant,POINT (2.34296921960904 49.0411782469643),12873
647,2.34296921960904,49.0411782469643,Esso Express,Esso Express,,yes,,yes,yes,,95409.0,Moisselles,fuel,,Station de carburant,POINT (2.34296921960904 49.0411782469643),12874
647,2.34296921960904,49.0411782469643,Esso Express,Esso Express,,yes,,yes,yes,,95409.0,Moisselles,fuel,,Station de carburant,POINT (2.34296921960904 49.0411782469643),12999
647,2.34296921960904,49.0411782469643,Esso Express,Esso Express,,yes,,yes,yes,,95409.0,Moisselles,fuel,,Station de carburant,POINT (2.34296921960904 49.0411782469643),13000
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),14793
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),14794
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),14919
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),14920
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),15045
648,2.48601582526946,48.7678916058539,,Total,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.48601582526946 48.7678916058539),15046
649,2.47816525292095,48.7650307358192,Esso Express,Esso Express,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.47816525292095 48.7650307358192),14668
649,2.47816525292095,48.7650307358192,Esso Express,Esso Express,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.47816525292095 48.7650307358192),14794
649,2.47816525292095,48.7650307358192,Esso Express,Esso Express,,yes,,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.47816525292095 48.7650307358192),14920
650,2.29158626077424,48.5649436660133,Carrefour Market,Carrefour Market,Carrefour,yes,yes,yes,,,91376.0,Marolles-en-Hurepoix,fuel,,Station de carburant,POINT (2.29158626077424 48.5649436660133),12044
