,X,Y,name,brand,operator,fuel_diesel,fuel_95,fuel_98,fuel_e10,fuel_gpl,com_insee,com_nom,Type,type,Type_détaillé,geometry,0
303,2.3160166,48.8233459997361,Total - Relais Porte de Châtillon,Total,Total,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3160166 48.8233459997361),12645
303,2.3160166,48.8233459997361,Total - Relais Porte de Châtillon,Total,Total,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3160166 48.8233459997361),12646
304,2.2803057,48.8816208997217,,BP,,,,yes,,,92051.0,Neuilly-sur-Seine,fuel,,Station de carburant,POINT (2.2803057 48.8816208997217),11883
304,2.2803057,48.8816208997217,,BP,,,,yes,,,92051.0,Neuilly-sur-Seine,fuel,,Station de carburant,POINT (2.2803057 48.8816208997217),12009
304,2.2803057,48.8816208997217,,BP,,,,yes,,,92051.0,Neuilly-sur-Seine,fuel,,Station de carburant,POINT (2.2803057 48.8816208997217),12010
304,2.2803057,48.8816208997217,,BP,,,,yes,,,92051.0,Neuilly-sur-Seine,fuel,,Station de carburant,POINT (2.2803057 48.8816208997217),12135
305,1.966985,48.7806345997467,,,,yes,yes,,,,78208.0,Élancourt,fuel,,Station de carburant,POINT (1.966985 48.7806345997467),7484
305,1.966985,48.7806345997467,,,,yes,yes,,,,78208.0,Élancourt,fuel,,Station de carburant,POINT (1.966985 48.7806345997467),7610
305,1.966985,48.7806345997467,,,,yes,yes,,,,78208.0,Élancourt,fuel,,Station de carburant,POINT (1.966985 48.7806345997467),7611
305,1.966985,48.7806345997467,,,,yes,yes,,,,78208.0,Élancourt,fuel,,Station de carburant,POINT (1.966985 48.7806345997467),7736
305,1.966985,48.7806345997467,,,,yes,yes,,,,78208.0,Élancourt,fuel,,Station de carburant,POINT (1.966985 48.7806345997467),7737
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),7989
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),7990
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),8115
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),8116
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),8241
306,2.0002447,48.7698573997494,,,,,,,,yes,78621.0,Trappes,fuel,,Station de carburant,POINT (2.0002447 48.7698573997494),8242
307,2.2025353,48.8420809997315,Esso,Esso,,yes,,yes,yes,,92064.0,Saint-Cloud,fuel,,Station de carburant,POINT (2.2025353 48.8420809997315),10879
307,2.2025353,48.8420809997315,Esso,Esso,,yes,,yes,yes,,92064.0,Saint-Cloud,fuel,,Station de carburant,POINT (2.2025353 48.8420809997315),10880
307,2.2025353,48.8420809997315,Esso,Esso,,yes,,yes,yes,,92064.0,Saint-Cloud,fuel,,Station de carburant,POINT (2.2025353 48.8420809997315),11005
307,2.2025353,48.8420809997315,Esso,Esso,,yes,,yes,yes,,92064.0,Saint-Cloud,fuel,,Station de carburant,POINT (2.2025353 48.8420809997315),11006
308,2.4444963,48.7801033997469,,Total,Total,yes,,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4444963 48.7801033997469),14162
308,2.4444963,48.7801033997469,,Total,Total,yes,,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4444963 48.7801033997469),14288
308,2.4444963,48.7801033997469,,Total,Total,yes,,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4444963 48.7801033997469),14289
308,2.4444963,48.7801033997469,,Total,Total,yes,,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4444963 48.7801033997469),14414
308,2.4444963,48.7801033997469,,Total,Total,yes,,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4444963 48.7801033997469),14415
309,2.3313305,48.8380246997325,Avia,,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3313305 48.8380246997325),12644
309,2.3313305,48.8380246997325,Avia,,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3313305 48.8380246997325),12769
309,2.3313305,48.8380246997325,Avia,,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3313305 48.8380246997325),12770
309,2.3313305,48.8380246997325,Avia,,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3313305 48.8380246997325),12896
310,2.2715165,48.8449641997308,BP,BP,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2715165 48.8449641997308),11761
310,2.2715165,48.8449641997308,BP,BP,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2715165 48.8449641997308),11887
310,2.2715165,48.8449641997308,BP,BP,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2715165 48.8449641997308),11888
310,2.2715165,48.8449641997308,BP,BP,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2715165 48.8449641997308),12013
311,2.2588001,48.8472385997302,BP,BP,,,,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2588001 48.8472385997302),11634
311,2.2588001,48.8472385997302,BP,BP,,,,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2588001 48.8472385997302),11635
311,2.2588001,48.8472385997302,BP,BP,,,,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2588001 48.8472385997302),11760
311,2.2588001,48.8472385997302,BP,BP,,,,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2588001 48.8472385997302),11761
311,2.2588001,48.8472385997302,BP,BP,,,,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2588001 48.8472385997302),11887
312,2.2998901,48.8720374997241,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2998901 48.8720374997241),12136
312,2.2998901,48.8720374997241,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2998901 48.8720374997241),12262
312,2.2998901,48.8720374997241,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2998901 48.8720374997241),12263
312,2.2998901,48.8720374997241,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2998901 48.8720374997241),12388
313,2.2920121,48.8736582997237,ENI,Eni,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2920121 48.8736582997237),12010
313,2.2920121,48.8736582997237,ENI,Eni,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2920121 48.8736582997237),12135
313,2.2920121,48.8736582997237,ENI,Eni,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2920121 48.8736582997237),12136
313,2.2920121,48.8736582997237,ENI,Eni,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2920121 48.8736582997237),12261
313,2.2920121,48.8736582997237,ENI,Eni,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.2920121 48.8736582997237),12262
314,2.3096416,48.8751860997233,Avia,Avia,SARL Gala,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3096416 48.8751860997233),12262
314,2.3096416,48.8751860997233,Avia,Avia,SARL Gala,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3096416 48.8751860997233),12387
314,2.3096416,48.8751860997233,Avia,Avia,SARL Gala,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3096416 48.8751860997233),12388
314,2.3096416,48.8751860997233,Avia,Avia,SARL Gala,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3096416 48.8751860997233),12513
314,2.3096416,48.8751860997233,Avia,Avia,SARL Gala,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3096416 48.8751860997233),12514
315,2.3079869,48.8531678997287,Avia,Avia,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3079869 48.8531678997287),12264
315,2.3079869,48.8531678997287,Avia,Avia,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3079869 48.8531678997287),12390
315,2.3079869,48.8531678997287,Avia,Avia,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3079869 48.8531678997287),12391
315,2.3079869,48.8531678997287,Avia,Avia,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3079869 48.8531678997287),12516
315,2.3079869,48.8531678997287,Avia,Avia,,yes,yes,yes,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3079869 48.8531678997287),12517
316,2.3724201,48.8951405997183,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3724201 48.8951405997183),13267
316,2.3724201,48.8951405997183,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3724201 48.8951405997183),13268
316,2.3724201,48.8951405997183,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3724201 48.8951405997183),13393
316,2.3724201,48.8951405997183,TotalEnergies,TotalEnergies,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3724201 48.8951405997183),13394
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13648
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13649
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13774
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13775
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13900
317,2.4057911,48.8679451997251,,Indépendant,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4057911 48.8679451997251),13901
318,2.4085012,48.8711282997243,Total Mortier,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4085012 48.8711282997243),13648
318,2.4085012,48.8711282997243,Total Mortier,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4085012 48.8711282997243),13774
318,2.4085012,48.8711282997243,Total Mortier,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4085012 48.8711282997243),13775
318,2.4085012,48.8711282997243,Total Mortier,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4085012 48.8711282997243),13900
318,2.4085012,48.8711282997243,Total Mortier,Total,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4085012 48.8711282997243),13901
319,2.3790564,48.8565015997279,Elan,Elan,,yes,yes,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3790564 48.8565015997279),13272
319,2.3790564,48.8565015997279,Elan,Elan,,yes,yes,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3790564 48.8565015997279),13397
319,2.3790564,48.8565015997279,Elan,Elan,,yes,yes,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3790564 48.8565015997279),13398
319,2.3790564,48.8565015997279,Elan,Elan,,yes,yes,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3790564 48.8565015997279),13524
320,2.4008634,48.8457848997306,Total Relais du Bel Air,,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4008634 48.8457848997306),13525
320,2.4008634,48.8457848997306,Total Relais du Bel Air,,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4008634 48.8457848997306),13651
320,2.4008634,48.8457848997306,Total Relais du Bel Air,,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4008634 48.8457848997306),13777
320,2.4008634,48.8457848997306,Total Relais du Bel Air,,,yes,,yes,yes,,75056.0,Paris,fuel,,Station de carburant,POINT (2.4008634 48.8457848997306),13903
321,2.4902577,48.7665592997502,Station Service E. Leclerc,E. Leclerc,E. Leclerc,yes,yes,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.4902577 48.7665592997502),14794
321,2.4902577,48.7665592997502,Station Service E. Leclerc,E. Leclerc,E. Leclerc,yes,yes,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.4902577 48.7665592997502),14919
321,2.4902577,48.7665592997502,Station Service E. Leclerc,E. Leclerc,E. Leclerc,yes,yes,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.4902577 48.7665592997502),14920
321,2.4902577,48.7665592997502,Station Service E. Leclerc,E. Leclerc,E. Leclerc,yes,yes,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.4902577 48.7665592997502),15045
321,2.4902577,48.7665592997502,Station Service E. Leclerc,E. Leclerc,E. Leclerc,yes,yes,yes,yes,,94011.0,Bonneuil-sur-Marne,fuel,,Station de carburant,POINT (2.4902577 48.7665592997502),15046
322,2.369729,48.7923875997438,Total Access,Total Access,,yes,,yes,yes,,94076.0,Villejuif,fuel,,Station de carburant,POINT (2.369729 48.7923875997438),13153
322,2.369729,48.7923875997438,Total Access,Total Access,,yes,,yes,yes,,94076.0,Villejuif,fuel,,Station de carburant,POINT (2.369729 48.7923875997438),13278
322,2.369729,48.7923875997438,Total Access,Total Access,,yes,,yes,yes,,94076.0,Villejuif,fuel,,Station de carburant,POINT (2.369729 48.7923875997438),13279
322,2.369729,48.7923875997438,Total Access,Total Access,,yes,,yes,yes,,94076.0,Villejuif,fuel,,Station de carburant,POINT (2.369729 48.7923875997438),13405
323,2.5894835,48.9152050997134,Intermarché,Intermarché,,yes,,yes,yes,,93015.0,Coubron,fuel,,Station de carburant,POINT (2.5894835 48.9152050997134),16289
323,2.5894835,48.9152050997134,Intermarché,Intermarché,,yes,,yes,yes,,93015.0,Coubron,fuel,,Station de carburant,POINT (2.5894835 48.9152050997134),16290
323,2.5894835,48.9152050997134,Intermarché,Intermarché,,yes,,yes,yes,,93015.0,Coubron,fuel,,Station de carburant,POINT (2.5894835 48.9152050997134),16415
323,2.5894835,48.9152050997134,Intermarché,Intermarché,,yes,,yes,yes,,93015.0,Coubron,fuel,,Station de carburant,POINT (2.5894835 48.9152050997134),16416
324,2.2834777,48.9144444997135,,BP,,yes,,yes,yes,,92004.0,Asnières-sur-Seine,fuel,,Station de carburant,POINT (2.2834777 48.9144444997135),12005
324,2.2834777,48.9144444997135,,BP,,yes,,yes,yes,,92004.0,Asnières-sur-Seine,fuel,,Station de carburant,POINT (2.2834777 48.9144444997135),12006
324,2.2834777,48.9144444997135,,BP,,yes,,yes,yes,,92004.0,Asnières-sur-Seine,fuel,,Station de carburant,POINT (2.2834777 48.9144444997135),12131
324,2.2834777,48.9144444997135,,BP,,yes,,yes,yes,,92004.0,Asnières-sur-Seine,fuel,,Station de carburant,POINT (2.2834777 48.9144444997135),12132
325,2.3438704,48.908359899715,Total Michelet,Total,,yes,,yes,yes,,93070.0,Saint-Ouen-sur-Seine,fuel,,Station de carburant,POINT (2.3438704 48.908359899715),12762
325,2.3438704,48.908359899715,Total Michelet,Total,,yes,,yes,yes,,93070.0,Saint-Ouen-sur-Seine,fuel,,Station de carburant,POINT (2.3438704 48.908359899715),12888
325,2.3438704,48.908359899715,Total Michelet,Total,,yes,,yes,yes,,93070.0,Saint-Ouen-sur-Seine,fuel,,Station de carburant,POINT (2.3438704 48.908359899715),12889
325,2.3438704,48.908359899715,Total Michelet,Total,,yes,,yes,yes,,93070.0,Saint-Ouen-sur-Seine,fuel,,Station de carburant,POINT (2.3438704 48.908359899715),13014
326,2.3678856,48.9352401997084,BP,BP,,yes,,yes,yes,,93066.0,Saint-Denis,fuel,,Station de carburant,POINT (2.3678856 48.9352401997084),13137
326,2.3678856,48.9352401997084,BP,BP,,yes,,yes,yes,,93066.0,Saint-Denis,fuel,,Station de carburant,POINT (2.3678856 48.9352401997084),13263
326,2.3678856,48.9352401997084,BP,BP,,yes,,yes,yes,,93066.0,Saint-Denis,fuel,,Station de carburant,POINT (2.3678856 48.9352401997084),13264
326,2.3678856,48.9352401997084,BP,BP,,yes,,yes,yes,,93066.0,Saint-Denis,fuel,,Station de carburant,POINT (2.3678856 48.9352401997084),13389
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13261
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13262
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13387
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13388
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13513
327,2.3785316,48.9484957997051,Total,Total,,yes,,yes,yes,,93072.0,Stains,fuel,,Station de carburant,POINT (2.3785316 48.9484957997051),13514
328,2.3941556,48.9195082997123,Aubervilliers Pont Blanc,BP,,yes,,yes,yes,,93001.0,Aubervilliers,fuel,,Station de carburant,POINT (2.3941556 48.9195082997123),13516
328,2.3941556,48.9195082997123,Aubervilliers Pont Blanc,BP,,yes,,yes,yes,,93001.0,Aubervilliers,fuel,,Station de carburant,POINT (2.3941556 48.9195082997123),13517
328,2.3941556,48.9195082997123,Aubervilliers Pont Blanc,BP,,yes,,yes,yes,,93001.0,Aubervilliers,fuel,,Station de carburant,POINT (2.3941556 48.9195082997123),13642
328,2.3941556,48.9195082997123,Aubervilliers Pont Blanc,BP,,yes,,yes,yes,,93001.0,Aubervilliers,fuel,,Station de carburant,POINT (2.3941556 48.9195082997123),13643
328,2.3941556,48.9195082997123,Aubervilliers Pont Blanc,BP,,yes,,yes,yes,,93001.0,Aubervilliers,fuel,,Station de carburant,POINT (2.3941556 48.9195082997123),13769
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14147
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14148
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14273
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14274
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14399
329,2.4407328,48.9144738997135,Total Access,Total Access,,yes,,,yes,,93008.0,Bobigny,fuel,,Station de carburant,POINT (2.4407328 48.9144738997135),14400
330,2.3590302,48.8270092997352,Station Service Choisy,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3590302 48.8270092997352),13023
330,2.3590302,48.8270092997352,Station Service Choisy,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3590302 48.8270092997352),13149
330,2.3590302,48.8270092997352,Station Service Choisy,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3590302 48.8270092997352),13150
330,2.3590302,48.8270092997352,Station Service Choisy,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3590302 48.8270092997352),13275
331,2.3703357,48.8635231997262,,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3703357 48.8635231997262),13145
331,2.3703357,48.8635231997262,,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3703357 48.8635231997262),13271
331,2.3703357,48.8635231997262,,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3703357 48.8635231997262),13272
331,2.3703357,48.8635231997262,,,,,,,,,75056.0,Paris,fuel,,Station de carburant,POINT (2.3703357 48.8635231997262),13397
332,2.3396823,48.8011185997416,,,Esso,yes,,yes,yes,,94003.0,Arcueil,fuel,,Station de carburant,POINT (2.3396823 48.8011185997416),12774
332,2.3396823,48.8011185997416,,,Esso,yes,,yes,yes,,94003.0,Arcueil,fuel,,Station de carburant,POINT (2.3396823 48.8011185997416),12900
332,2.3396823,48.8011185997416,,,Esso,yes,,yes,yes,,94003.0,Arcueil,fuel,,Station de carburant,POINT (2.3396823 48.8011185997416),13026
333,2.4578987,48.7820208997464,,Carrefour,,yes,yes,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4578987 48.7820208997464),14414
333,2.4578987,48.7820208997464,,Carrefour,,yes,yes,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4578987 48.7820208997464),14540
333,2.4578987,48.7820208997464,,Carrefour,,yes,yes,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4578987 48.7820208997464),14541
333,2.4578987,48.7820208997464,,Carrefour,,yes,yes,yes,yes,,94028.0,Créteil,fuel,,Station de carburant,POINT (2.4578987 48.7820208997464),14666
334,3.0315558,49.0208077996872,Carrefour Market,Carrefour,,yes,,yes,yes,,77257.0,Lizy-sur-Ourcq,fuel,,Station de carburant,POINT (3.0315558 49.0208077996872),22451
334,3.0315558,49.0208077996872,Carrefour Market,Carrefour,,yes,,yes,yes,,77257.0,Lizy-sur-Ourcq,fuel,,Station de carburant,POINT (3.0315558 49.0208077996872),22452
334,3.0315558,49.0208077996872,Carrefour Market,Carrefour,,yes,,yes,yes,,77257.0,Lizy-sur-Ourcq,fuel,,Station de carburant,POINT (3.0315558 49.0208077996872),22577
334,3.0315558,49.0208077996872,Carrefour Market,Carrefour,,yes,,yes,yes,,77257.0,Lizy-sur-Ourcq,fuel,,Station de carburant,POINT (3.0315558 49.0208077996872),22578
335,2.3687786,49.0267908996857,Super U,Super U,,yes,,yes,yes,,95205.0,Écouen,fuel,,Station de carburant,POINT (2.3687786 49.0267908996857),13127
335,2.3687786,49.0267908996857,Super U,Super U,,yes,,yes,yes,,95205.0,Écouen,fuel,,Station de carburant,POINT (2.3687786 49.0267908996857),13252
335,2.3687786,49.0267908996857,Super U,Super U,,yes,,yes,yes,,95205.0,Écouen,fuel,,Station de carburant,POINT (2.3687786 49.0267908996857),13253
335,2.3687786,49.0267908996857,Super U,Super U,,yes,,yes,yes,,95205.0,Écouen,fuel,,Station de carburant,POINT (2.3687786 49.0267908996857),13379
336,2.3634382,48.6227062997859,AS24,AS24,AS24,,,,,,91235.0,Fleury-Mérogis,fuel,,Station de carburant,POINT (2.3634382 48.6227062997859),13046
336,2.3634382,48.6227062997859,AS24,AS24,AS24,,,,,,91235.0,Fleury-Mérogis,fuel,,Station de carburant,POINT (2.3634382 48.6227062997859),13171
336,2.3634382,48.6227062997859,AS24,AS24,AS24,,,,,,91235.0,Fleury-Mérogis,fuel,,Station de carburant,POINT (2.3634382 48.6227062997859),13172
336,2.3634382,48.6227062997859,AS24,AS24,AS24,,,,,,91235.0,Fleury-Mérogis,fuel,,Station de carburant,POINT (2.3634382 48.6227062997859),13297
336,2.3634382,48.6227062997859,AS24,AS24,AS24,,,,,,91235.0,Fleury-Mérogis,fuel,,Station de carburant,POINT (2.3634382 48.6227062997859),13298
337,2.0483718,48.7983075997423,,Total,Total,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0483718 48.7983075997423),8616
337,2.0483718,48.7983075997423,,Total,Total,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0483718 48.7983075997423),8742
337,2.0483718,48.7983075997423,,Total,Total,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0483718 48.7983075997423),8743
337,2.0483718,48.7983075997423,,Total,Total,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0483718 48.7983075997423),8868
337,2.0483718,48.7983075997423,,Total,Total,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0483718 48.7983075997423),8869
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9597
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9598
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9723
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9724
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9849
338,2.1159168,49.0393282996826,,Esso,,yes,,,,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1159168 49.0393282996826),9850
339,2.1153773,49.0396554996825,,BP,,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1153773 49.0396554996825),9597
339,2.1153773,49.0396554996825,,BP,,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1153773 49.0396554996825),9598
339,2.1153773,49.0396554996825,,BP,,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1153773 49.0396554996825),9723
339,2.1153773,49.0396554996825,,BP,,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1153773 49.0396554996825),9724
339,2.1153773,49.0396554996825,,BP,,yes,,yes,yes,,95572.0,Saint-Ouen-l'Aumône,fuel,,Station de carburant,POINT (2.1153773 49.0396554996825),9849
340,2.0186182,48.7773428997476,Esso Express Montigny le Bretonneux,Esso Express,Esso Express,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0186182 48.7773428997476),8240
340,2.0186182,48.7773428997476,Esso Express Montigny le Bretonneux,Esso Express,Esso Express,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0186182 48.7773428997476),8241
340,2.0186182,48.7773428997476,Esso Express Montigny le Bretonneux,Esso Express,Esso Express,yes,,yes,yes,,78423.0,Montigny-le-Bretonneux,fuel,,Station de carburant,POINT (2.0186182 48.7773428997476),8366
