,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
44,2.3790741,48.8765230997229,bank,75056,Paris,banque,Société Générale,POINT (2.3790741 48.8765230997229),13395
44,2.3790741,48.8765230997229,bank,75056,Paris,banque,Société Générale,POINT (2.3790741 48.8765230997229),13396
44,2.3790741,48.8765230997229,bank,75056,Paris,banque,Société Générale,POINT (2.3790741 48.8765230997229),13521
44,2.3790741,48.8765230997229,bank,75056,Paris,banque,Société Générale,POINT (2.3790741 48.8765230997229),13522
45,2.2393005,48.8395545997321,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2393005 48.8395545997321),11383
45,2.2393005,48.8395545997321,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2393005 48.8395545997321),11384
45,2.2393005,48.8395545997321,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2393005 48.8395545997321),11509
45,2.2393005,48.8395545997321,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2393005 48.8395545997321),11510
46,2.2669376,48.8415499997316,bank,75056,Paris,banque,BNP Paribas,POINT (2.2669376 48.8415499997316),11761
46,2.2669376,48.8415499997316,bank,75056,Paris,banque,BNP Paribas,POINT (2.2669376 48.8415499997316),11762
46,2.2669376,48.8415499997316,bank,75056,Paris,banque,BNP Paribas,POINT (2.2669376 48.8415499997316),11887
46,2.2669376,48.8415499997316,bank,75056,Paris,banque,BNP Paribas,POINT (2.2669376 48.8415499997316),11888
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.238243 48.8426841997313),11257
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.238243 48.8426841997313),11383
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.238243 48.8426841997313),11384
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.238243 48.8426841997313),11509
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.238243 48.8426841997313),11510
48,2.2385892,48.8420350997315,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2385892 48.8420350997315),11383
48,2.2385892,48.8420350997315,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2385892 48.8420350997315),11384
48,2.2385892,48.8420350997315,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2385892 48.8420350997315),11509
48,2.2385892,48.8420350997315,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2385892 48.8420350997315),11510
49,2.2382749,48.8426279997314,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2382749 48.8426279997314),11383
49,2.2382749,48.8426279997314,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2382749 48.8426279997314),11384
49,2.2382749,48.8426279997314,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2382749 48.8426279997314),11509
49,2.2382749,48.8426279997314,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2382749 48.8426279997314),11510
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),11257
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),11383
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),11384
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),11509
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),11510
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),12016
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),12141
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),12142
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),12267
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),12268
52,2.3764303,48.8717032997242,bank,75056,Paris,banque,LCL,POINT (2.3764303 48.8717032997242),13270
52,2.3764303,48.8717032997242,bank,75056,Paris,banque,LCL,POINT (2.3764303 48.8717032997242),13396
52,2.3764303,48.8717032997242,bank,75056,Paris,banque,LCL,POINT (2.3764303 48.8717032997242),13397
52,2.3764303,48.8717032997242,bank,75056,Paris,banque,LCL,POINT (2.3764303 48.8717032997242),13522
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),12275
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),12276
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),12401
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),12402
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),12527
54,2.3870797,48.8464712997304,atm,75056,Paris,banque,Banque Postale,POINT (2.3870797 48.8464712997304),13399
54,2.3870797,48.8464712997304,atm,75056,Paris,banque,Banque Postale,POINT (2.3870797 48.8464712997304),13524
54,2.3870797,48.8464712997304,atm,75056,Paris,banque,Banque Postale,POINT (2.3870797 48.8464712997304),13525
54,2.3870797,48.8464712997304,atm,75056,Paris,banque,Banque Postale,POINT (2.3870797 48.8464712997304),13651
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11635
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11636
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11761
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11762
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11887
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),11888
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),11257
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),11383
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),11384
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),11509
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),11510
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),11257
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),11383
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),11384
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),11509
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),11510
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),11257
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),11383
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),11384
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),11509
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),11510
59,2.5435603,48.8272711997352,bank,94079,Villiers-sur-Marne,banque,Missing,POINT (2.5435603 48.8272711997352),15543
59,2.5435603,48.8272711997352,bank,94079,Villiers-sur-Marne,banque,Missing,POINT (2.5435603 48.8272711997352),15669
59,2.5435603,48.8272711997352,bank,94079,Villiers-sur-Marne,banque,Missing,POINT (2.5435603 48.8272711997352),15670
59,2.5435603,48.8272711997352,bank,94079,Villiers-sur-Marne,banque,Missing,POINT (2.5435603 48.8272711997352),15795
60,2.3621891,48.9254093997108,atm,93066,Saint-Denis,banque,Missing,POINT (2.3621891 48.9254093997108),13012
60,2.3621891,48.9254093997108,atm,93066,Saint-Denis,banque,Missing,POINT (2.3621891 48.9254093997108),13138
60,2.3621891,48.9254093997108,atm,93066,Saint-Denis,banque,Missing,POINT (2.3621891 48.9254093997108),13139
60,2.3621891,48.9254093997108,atm,93066,Saint-Denis,banque,Missing,POINT (2.3621891 48.9254093997108),13264
61,2.358435,48.9256814997108,atm,93066,Saint-Denis,banque,Société Générale,POINT (2.358435 48.9256814997108),13012
61,2.358435,48.9256814997108,atm,93066,Saint-Denis,banque,Société Générale,POINT (2.358435 48.9256814997108),13138
61,2.358435,48.9256814997108,atm,93066,Saint-Denis,banque,Société Générale,POINT (2.358435 48.9256814997108),13139
61,2.358435,48.9256814997108,atm,93066,Saint-Denis,banque,Société Générale,POINT (2.358435 48.9256814997108),13264
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,Missing,POINT (2.3627219 48.9242259997111),13012
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,Missing,POINT (2.3627219 48.9242259997111),13138
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,Missing,POINT (2.3627219 48.9242259997111),13139
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,Missing,POINT (2.3627219 48.9242259997111),13264
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,Missing,POINT (2.3627219 48.9242259997111),13265
63,2.237348,48.8450913997307,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.237348 48.8450913997307),11257
63,2.237348,48.8450913997307,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.237348 48.8450913997307),11383
63,2.237348,48.8450913997307,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.237348 48.8450913997307),11384
63,2.237348,48.8450913997307,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.237348 48.8450913997307),11509
64,2.2370672,48.8450912997307,atm,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370672 48.8450912997307),11257
64,2.2370672,48.8450912997307,atm,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370672 48.8450912997307),11383
64,2.2370672,48.8450912997307,atm,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370672 48.8450912997307),11384
64,2.2370672,48.8450912997307,atm,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370672 48.8450912997307),11509
65,2.2370623,48.8451845997307,bank,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370623 48.8451845997307),11257
65,2.2370623,48.8451845997307,bank,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370623 48.8451845997307),11383
65,2.2370623,48.8451845997307,bank,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370623 48.8451845997307),11384
65,2.2370623,48.8451845997307,bank,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370623 48.8451845997307),11509
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,Missing,POINT (1.8454659 48.9925733996942),5822
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,Missing,POINT (1.8454659 48.9925733996942),5823
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,Missing,POINT (1.8454659 48.9925733996942),5948
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,Missing,POINT (1.8454659 48.9925733996942),5949
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,Missing,POINT (1.8454659 48.9925733996942),6075
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13524
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13525
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13650
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13651
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13776
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,Missing,POINT (2.3948863 48.8493036997297),13777
68,2.2389819,48.8418433997315,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389819 48.8418433997315),11383
68,2.2389819,48.8418433997315,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389819 48.8418433997315),11384
68,2.2389819,48.8418433997315,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389819 48.8418433997315),11509
68,2.2389819,48.8418433997315,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389819 48.8418433997315),11510
69,2.2386624,48.8419026997315,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2386624 48.8419026997315),11383
69,2.2386624,48.8419026997315,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2386624 48.8419026997315),11384
69,2.2386624,48.8419026997315,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2386624 48.8419026997315),11509
69,2.2386624,48.8419026997315,bank,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2386624 48.8419026997315),11510
70,2.2389449,48.8419536997315,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389449 48.8419536997315),11383
70,2.2389449,48.8419536997315,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389449 48.8419536997315),11384
70,2.2389449,48.8419536997315,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389449 48.8419536997315),11509
70,2.2389449,48.8419536997315,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389449 48.8419536997315),11510
71,2.2387201,48.8418464997316,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2387201 48.8418464997316),11383
71,2.2387201,48.8418464997316,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2387201 48.8418464997316),11384
71,2.2387201,48.8418464997316,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2387201 48.8418464997316),11509
71,2.2387201,48.8418464997316,atm,92012,Boulogne-Billancourt,banque,Missing,POINT (2.2387201 48.8418464997316),11510
72,2.2397587,48.8404663997319,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397587 48.8404663997319),11383
72,2.2397587,48.8404663997319,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397587 48.8404663997319),11384
72,2.2397587,48.8404663997319,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397587 48.8404663997319),11509
72,2.2397587,48.8404663997319,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397587 48.8404663997319),11510
73,2.2397286,48.8405197997319,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397286 48.8405197997319),11383
73,2.2397286,48.8405197997319,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397286 48.8405197997319),11384
73,2.2397286,48.8405197997319,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397286 48.8405197997319),11509
73,2.2397286,48.8405197997319,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397286 48.8405197997319),11510
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),11888
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),12013
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),12014
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),12139
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),12140
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),12393
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),12518
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),12519
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),12644
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),12645
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,Missing,POINT (2.3036098 48.9034288997163),12258
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,Missing,POINT (2.3036098 48.9034288997163),12259
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,Missing,POINT (2.3036098 48.9034288997163),12384
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,Missing,POINT (2.3036098 48.9034288997163),12385
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,Missing,POINT (2.3036098 48.9034288997163),12511
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),16580
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),16581
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),16706
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),16707
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),16832
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),11774
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),11899
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),11900
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),12025
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),12026
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12502
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12503
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12628
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12629
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12754
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),12755
