,X,Y,nom,emplacements,com_insee,com_nom,Type,Type_détaillé,geometry,0
272,49.01575,2.2426484,,,,,taxi,Taxi,POINT (49.015750885009766 2.2426483631134033),
273,48.845345,2.3736176,,,,,taxi,Taxi,POINT (48.84534454345703 2.373617649078369),
274,48.877182,2.3114042,Place Rio de Janeiro,,,,taxi,Taxi,POINT (48.87718200683594 2.311404228210449),
275,48.893417,2.2732441,,,,,taxi,Taxi,POINT (48.89341735839844 2.2732441425323486),
276,49.05,2.0327818,,,,,taxi,Taxi,POINT (49.04999923706055 2.0327818393707275),
277,48.86902,2.339809,,,,,taxi,Taxi,POINT (48.8690185546875 2.339808940887451),
278,48.858665,2.2932222,,,,,taxi,Taxi,POINT (48.858665466308594 2.293222188949585),
279,48.89774,2.280305,,,,,taxi,Taxi,POINT (48.89773941040039 2.2803049087524414),
280,48.866863,2.2788565,,,,,taxi,Taxi,POINT (48.86686325073242 2.2788565158843994),
281,48.698666,2.5065417,Gare de Brunoy,,,,taxi,Taxi,POINT (48.698665618896484 2.5065417289733887),
282,48.908302,2.3075895,,,,,taxi,Taxi,POINT (48.908302307128906 2.307589530944824),
283,48.825935,2.3457806,Les Taxis Parisiens,,,,taxi,Taxi,POINT (48.82593536376953 2.345780611038208),
284,48.84237,2.320853,,,,,taxi,Taxi,POINT (48.842369079589844 2.3208529949188232),
285,48.842415,2.4052198,,,,,taxi,Taxi,POINT (48.84241485595703 2.405219793319702),
286,48.874664,2.6399562,,,,,taxi,Taxi,POINT (48.874664306640625 2.63995623588562),
287,49.003628,2.5713925,,,,,taxi,Taxi,POINT (49.00362777709961 2.57139253616333),
288,48.84488,2.3727317,,,,,taxi,Taxi,POINT (48.844879150390625 2.3727316856384277),
289,48.973118,2.5134478,,,,,taxi,Taxi,POINT (48.97311782836914 2.5134477615356445),
290,48.90109,2.3772888,,,,,taxi,Taxi,POINT (48.90108871459961 2.377288818359375),
291,48.702908,2.0708735,,,,,taxi,Taxi,POINT (48.70290756225586 2.070873498916626),
292,48.97554,2.6423938,,,,,taxi,Taxi,POINT (48.97554016113281 2.6423938274383545),
293,48.893295,2.2384245,,,,,taxi,Taxi,POINT (48.89329528808594 2.23842453956604),
294,48.43649,2.1593745,,,,,taxi,Taxi,POINT (48.43648910522461 2.159374475479126),
295,48.91216,2.3343,,,,,taxi,Taxi,POINT (48.91215896606445 2.3343000411987305),
296,48.96987,2.0771222,,,,,taxi,Taxi,POINT (48.969871520996094 2.077122211456299),
297,48.434864,2.3765228,,,,,taxi,Taxi,POINT (48.43486404418945 2.3765227794647217),
298,48.95056,3.1254828,,,,,taxi,Taxi,POINT (48.9505615234375 3.1254827976226807),
299,48.606358,2.3023672,,,,,taxi,Taxi,POINT (48.60635757446289 2.3023672103881836),
300,48.533413,2.0098898,,,,,taxi,Taxi,POINT (48.53341293334961 2.009889841079712),
301,48.890373,2.3200288,,,,,taxi,Taxi,POINT (48.89037322998047 2.320028781890869),
302,48.870533,2.3048446,,,,,taxi,Taxi,POINT (48.87053298950195 2.304844617843628),
303,48.427887,2.145235,Allô Taxi Étampes,,,,taxi,Taxi,POINT (48.427886962890625 2.145235061645508),
304,48.83934,2.633801,,,,,taxi,Taxi,POINT (48.83934020996094 2.633800983428955),
305,48.853043,2.4868283,,,,,taxi,Taxi,POINT (48.85304260253906 2.486828327178955),
306,49.04764,2.0102475,,,,,taxi,Taxi,POINT (49.04764175415039 2.0102474689483643),
307,48.88976,2.2374249,,,,,taxi,Taxi,POINT (48.8897590637207 2.237424850463867),
308,48.520546,2.2557273,,,,,taxi,Taxi,POINT (48.520545959472656 2.2557272911071777),
309,48.68914,2.3838136,,,,,taxi,Taxi,POINT (48.68914031982422 2.3838136196136475),
310,48.689068,2.3827326,,,,,taxi,Taxi,POINT (48.68906784057617 2.382732629776001),
311,48.688995,2.3823314,,,,,taxi,Taxi,POINT (48.688995361328125 2.382331371307373),
312,48.79934,2.1837654,,,,,taxi,Taxi,POINT (48.799339294433594 2.183765411376953),
313,48.49371,2.1939852,,,,,taxi,Taxi,POINT (48.493709564208984 2.1939852237701416),
314,48.551304,2.1257472,,,,,taxi,Taxi,POINT (48.55130386352539 2.1257472038269043),
315,48.635735,2.3065288,,,,,taxi,Taxi,POINT (48.63573455810547 2.3065288066864014),
316,48.88701,2.1995313,,,,,taxi,Taxi,POINT (48.88700866699219 2.199531316757202),
317,48.606262,2.3023527,,,,,taxi,Taxi,POINT (48.60626220703125 2.3023526668548584),
318,48.564754,2.1710944,,,,,taxi,Taxi,POINT (48.564754486083984 2.1710944175720215),
319,49.04721,2.0956397,,,,,taxi,Taxi,POINT (49.047210693359375 2.095639705657959),
320,49.047253,2.0954368,,,,,taxi,Taxi,POINT (49.0472526550293 2.0954368114471436),
321,49.045254,2.1065063,,,,,taxi,Taxi,POINT (49.04525375366211 2.10650634765625),
322,49.007694,2.1976814,,,,,taxi,Taxi,POINT (49.007694244384766 2.197681427001953),
323,48.99297,2.2356756,,,,,taxi,Taxi,POINT (48.99296951293945 2.235675573348999),
324,48.890118,2.3035133,,,,,taxi,Taxi,POINT (48.89011764526367 2.303513288497925),
325,48.8429,2.5824668,,,,,taxi,Taxi,POINT (48.842899322509766 2.5824668407440186),
326,48.628456,2.5683305,,,,,taxi,Taxi,POINT (48.628456115722656 2.5683305263519287),
327,48.893112,2.413847,,8.0,,,taxi,Taxi,POINT (48.89311218261719 2.413846969604492),
328,48.898315,2.1223497,,,,,taxi,Taxi,POINT (48.8983154296875 2.122349739074707),
329,48.800945,2.4025352,,,,,taxi,Taxi,POINT (48.80094528198242 2.4025352001190186),
330,48.800575,2.4021027,,,,,taxi,Taxi,POINT (48.800575256347656 2.4021027088165283),
331,48.858444,2.3037808,,,,,taxi,Taxi,POINT (48.85844421386719 2.3037807941436768),
332,48.712803,2.4022608,,,,,taxi,Taxi,POINT (48.71280288696289 2.4022607803344727),
333,48.83687,2.2789464,,,,,taxi,Taxi,POINT (48.83686828613281 2.2789463996887207),
334,48.894127,2.3142807,,,,,taxi,Taxi,POINT (48.894126892089844 2.3142807483673096),
335,48.853043,2.3697722,Bastille,,,,taxi,Taxi,POINT (48.85304260253906 2.36977219581604),
336,48.871365,2.2778735,,,,,taxi,Taxi,POINT (48.87136459350586 2.2778735160827637),
337,48.47521,2.6921978,,,,,taxi,Taxi,POINT (48.4752082824707 2.692197799682617),
338,48.85788,2.2996724,,,,,taxi,Taxi,POINT (48.857879638671875 2.2996723651885986),
339,48.83976,2.6537719,,,,,taxi,Taxi,POINT (48.839759826660156 2.6537718772888184),
340,48.62519,2.4286444,,,,,taxi,Taxi,POINT (48.62519073486328 2.4286444187164307),
341,48.84201,2.3206427,,,,,taxi,Taxi,POINT (48.842010498046875 2.3206427097320557),
342,48.861504,2.3537195,Rambuteau,,,,taxi,Taxi,POINT (48.86150360107422 2.353719472885132),
343,48.804996,2.4858356,,,,,taxi,Taxi,POINT (48.804996490478516 2.485835552215576),
344,48.83774,2.3190641,,,,,taxi,Taxi,POINT (48.83774185180664 2.319064140319824),
345,48.680923,2.1936326,,3.0,,,taxi,Taxi,POINT (48.68092346191406 2.1936326026916504),
346,48.83958,2.3780954,,,,,taxi,Taxi,POINT (48.83958053588867 2.3780953884124756),
347,48.840023,2.378966,Bercy Palais Omnisports,,,,taxi,Taxi,POINT (48.840023040771484 2.3789660930633545),
348,48.827343,2.2783036,,,,,taxi,Taxi,POINT (48.82734298706055 2.278303623199463),
349,48.826267,2.3416395,Place Coluche - Amiral Mouchez,,,,taxi,Taxi,POINT (48.82626724243164 2.341639518737793),
350,48.878498,2.4032528,,,,,taxi,Taxi,POINT (48.87849807739258 2.4032528400421143),
351,48.88921,2.3939152,,,,,taxi,Taxi,POINT (48.88920974731445 2.3939151763916016),
352,48.881836,2.3529801,,,,,taxi,Taxi,POINT (48.8818359375 2.352980136871338),
353,48.839344,2.2751288,,,,,taxi,Taxi,POINT (48.8393440246582 2.2751288414001465),
354,48.84718,2.3109684,,,,,taxi,Taxi,POINT (48.8471794128418 2.3109683990478516),
355,48.83162,2.3303306,,,,,taxi,Taxi,POINT (48.83161926269531 2.3303306102752686),
356,48.879818,2.3215783,,,,,taxi,Taxi,POINT (48.879817962646484 2.32157826423645),
357,48.865288,2.3570294,,,,,taxi,Taxi,POINT (48.86528778076172 2.357029438018799),
358,48.87474,2.3049061,,,,,taxi,Taxi,POINT (48.87474060058594 2.304906129837036),
359,48.8701,2.3070512,,,,,taxi,Taxi,POINT (48.87009811401367 2.307051181793213),
360,48.87238,2.3379152,,,,,taxi,Taxi,POINT (48.872379302978516 2.3379151821136475),
361,48.895752,2.310699,,,,,taxi,Taxi,POINT (48.895751953125 2.310698986053467),
362,48.86873,2.298681,,,,,taxi,Taxi,POINT (48.86872863769531 2.2986810207366943),
363,48.87643,2.301549,,,,,taxi,Taxi,POINT (48.87643051147461 2.301548957824707),
364,48.992702,1.9127178,,,,,taxi,Taxi,POINT (48.99270248413086 1.9127178192138672),
365,48.84181,2.2218077,,7.0,,,taxi,Taxi,POINT (48.8418083190918 2.2218077182769775),
366,48.840424,2.22839,,,,,taxi,Taxi,POINT (48.840423583984375 2.2283899784088135),
367,48.65973,2.2425485,,,,,taxi,Taxi,POINT (48.65972900390625 2.2425484657287598),
368,48.82844,2.3151407,,,,,taxi,Taxi,POINT (48.82844161987305 2.315140724182129),
369,48.89153,2.2960055,Uber,,,,taxi,Taxi,POINT (48.89152908325195 2.2960054874420166),
370,48.874153,2.326351,,,,,taxi,Taxi,POINT (48.87415313720703 2.3263509273529053),
371,48.837143,2.296836,Convention - Vaugirard,,,,taxi,Taxi,POINT (48.83714294433594 2.2968358993530273),
372,48.874805,2.2956078,,,,,taxi,Taxi,POINT (48.87480545043945 2.295607805252075),
373,49.049747,2.5019224,,,,,taxi,Taxi,POINT (49.049747467041016 2.501922369003296),
374,48.745617,2.7289543,,,,,taxi,Taxi,POINT (48.7456169128418 2.728954315185547),
375,48.56451,2.5423937,,,,,taxi,Taxi,POINT (48.564510345458984 2.542393684387207),
376,48.88958,2.5119865,,,,,taxi,Taxi,POINT (48.88957977294922 2.511986494064331),
377,48.981148,1.9828827,,,,,taxi,Taxi,POINT (48.98114776611328 1.9828827381134033),
378,48.66705,2.5479224,,,,,taxi,Taxi,POINT (48.667049407958984 2.547922372817993),
379,48.843025,2.1386688,,5.0,,,taxi,Taxi,POINT (48.84302520751953 2.1386687755584717),
380,48.62332,2.4503186,,,,,taxi,Taxi,POINT (48.623321533203125 2.4503185749053955),
381,48.871334,2.221105,Gare de Suresnes - Mont Valérien,,,,taxi,Taxi,POINT (48.871334075927734 2.2211050987243652),
382,48.86111,2.1225815,Gare de Louveciennes,2.0,,,taxi,Taxi,POINT (48.86111068725586 2.1225814819335938),
383,49.099796,2.5249383,,,,,taxi,Taxi,POINT (49.099796295166016 2.5249383449554443),
384,48.570744,2.4329534,,,,,taxi,Taxi,POINT (48.570743560791016 2.432953357696533),
385,49.014168,2.0792036,,,,,taxi,Taxi,POINT (49.01416778564453 2.0792036056518555),
386,48.867977,2.2954876,,,,,taxi,Taxi,POINT (48.867977142333984 2.295487642288208),
387,48.871494,2.2934997,,,,,taxi,Taxi,POINT (48.87149429321289 2.293499708175659),
388,48.98913,2.0749724,,,,,taxi,Taxi,POINT (48.98912811279297 2.07497239112854),
389,49.036148,2.0801466,,,,,taxi,Taxi,POINT (49.03614807128906 2.080146551132202),
390,48.968704,2.1938932,,2.0,,,taxi,Taxi,POINT (48.96870422363281 2.1938931941986084),
391,48.997753,2.098938,,,,,taxi,Taxi,POINT (48.99775314331055 2.09893798828125),
392,48.99041,2.162388,,,,,taxi,Taxi,POINT (48.99040985107422 2.1623880863189697),
393,48.982002,2.0035906,,,,,taxi,Taxi,POINT (48.98200225830078 2.0035905838012695),
394,48.865906,2.2863972,,,,,taxi,Taxi,POINT (48.86590576171875 2.2863972187042236),
395,48.99213,1.9551057,,,,,taxi,Taxi,POINT (48.992130279541016 1.9551056623458862),
396,48.96291,1.8087872,,,,,taxi,Taxi,POINT (48.96290969848633 1.808787226676941),
397,48.962753,2.5117624,,,,,taxi,Taxi,POINT (48.96275329589844 2.5117623805999756),
398,48.885567,2.1562824,,,,,taxi,Taxi,POINT (48.88556671142578 2.156282424926758),
399,48.970215,2.2635584,,,,,taxi,Taxi,POINT (48.97021484375 2.2635583877563477),
400,48.861744,2.2859063,,,,,taxi,Taxi,POINT (48.86174392700195 2.2859063148498535),
401,48.997128,1.630552,,,,,taxi,Taxi,POINT (48.997127532958984 1.630552053451538),
402,48.881668,2.3583815,,,,,taxi,Taxi,POINT (48.88166809082031 2.358381509780884),
403,48.87968,2.3561594,,,,,taxi,Taxi,POINT (48.87968063354492 2.3561594486236572),
404,48.729076,2.3709576,,,,,taxi,Taxi,POINT (48.72907638549805 2.370957612991333),
405,48.90623,2.3216717,,,,,taxi,Taxi,POINT (48.90623092651367 2.321671724319458),
406,48.18196,2.7350576,,,,,taxi,Taxi,POINT (48.18196105957031 2.7350575923919678),
407,48.84563,2.2770715,,,,,taxi,Taxi,POINT (48.84563064575195 2.277071475982666),
408,49.00438,2.5781085,,,,,taxi,Taxi,POINT (49.00437927246094 2.578108549118042),
409,48.510536,2.6792815,,,,,taxi,Taxi,POINT (48.510536193847656 2.67928147315979),
410,49.045185,2.3226495,,,,,taxi,Taxi,POINT (49.04518508911133 2.3226494789123535),
411,49.022114,3.0315788,,,,,taxi,Taxi,POINT (49.02211380004883 3.031578779220581),
412,48.48732,2.6949492,,,,,taxi,Taxi,POINT (48.48731994628906 2.694949150085449),
413,48.8818,2.7040615,,,,,taxi,Taxi,POINT (48.88180160522461 2.704061508178711),
414,48.97377,3.2206614,,,,,taxi,Taxi,POINT (48.97377014160156 3.2206614017486572),
415,48.848305,2.264665,,,,,taxi,Taxi,POINT (48.848304748535156 2.264664888381958),
416,49.051052,2.056687,,,,,taxi,Taxi,POINT (49.05105209350586 2.056687116622925),
417,48.64465,2.8250954,,,,,taxi,Taxi,POINT (48.644649505615234 2.8250954151153564),
418,48.808018,3.0817387,,,,,taxi,Taxi,POINT (48.80801773071289 3.0817387104034424),
419,49.091934,3.0630164,,,,,taxi,Taxi,POINT (49.09193420410156 3.063016414642334),
420,48.83855,2.1870723,Gare de Garches - Marnes la Coquette,6.0,,,taxi,Taxi,POINT (48.83855056762695 2.187072277069092),
421,48.996353,2.0979595,Gare de Conflans-Sainte-Honorine,,,,taxi,Taxi,POINT (48.99635314941406 2.097959518432617),
422,48.920708,2.1852982,,,,,taxi,Taxi,POINT (48.92070770263672 2.185298204421997),
423,48.613346,2.8888085,,2.0,,,taxi,Taxi,POINT (48.613346099853516 2.888808488845825),
424,48.639103,2.2708364,,1.0,,,taxi,Taxi,POINT (48.639102935791016 2.270836353302002),
425,48.80951,2.134551,,,,,taxi,Taxi,POINT (48.80950927734375 2.1345510482788086),
426,48.415672,2.7268577,,6.0,,,taxi,Taxi,POINT (48.415672302246094 2.7268576622009277),
427,48.8265,1.7022214,,,,,taxi,Taxi,POINT (48.826499938964844 1.702221393585205),
428,48.795723,1.6027302,,,,,taxi,Taxi,POINT (48.79572296142578 1.60273015499115),
429,48.795593,1.6026706,,,,,taxi,Taxi,POINT (48.79559326171875 1.6026705503463745),
430,48.84047,2.3174882,Parking dépose-minute,,,,taxi,Taxi,POINT (48.84046936035156 2.317488193511963),
431,48.844254,2.2171085,Gare de Saint-Cloud,,,,taxi,Taxi,POINT (48.84425354003906 2.2171084880828857),
432,49.00518,2.6149151,Base arrière,,,,taxi,Taxi,POINT (49.00518035888672 2.614915132522583),
433,48.823963,2.5435228,,,,,taxi,Taxi,POINT (48.8239631652832 2.543522834777832),
434,48.544765,2.6526716,,,,,taxi,Taxi,POINT (48.54476547241211 2.6526715755462646),
435,48.883827,2.3318653,,,,,taxi,Taxi,POINT (48.883827209472656 2.3318653106689453),
436,48.93256,2.042003,,,,,taxi,Taxi,POINT (48.932559967041016 2.0420029163360596),
437,48.857994,2.4362776,,,,,taxi,Taxi,POINT (48.857994079589844 2.4362776279449463),
438,48.872284,2.3773868,,5.0,,,taxi,Taxi,POINT (48.872283935546875 2.3773868083953857),
439,48.8455,2.4293344,,,,,taxi,Taxi,POINT (48.84550094604492 2.4293344020843506),
440,48.527916,2.654759,,,,,taxi,Taxi,POINT (48.527915954589844 2.654758930206299),
