,X,Y,name,access,changing_table,wheelchair,drinking_water,com_insee,com_nom,Type,type,Type_détaillé,geometry,0
121,2.3263156,48.8296069997346,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3263156 48.8296069997346),12645
121,2.3263156,48.8296069997346,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3263156 48.8296069997346),12770
121,2.3263156,48.8296069997346,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3263156 48.8296069997346),12771
122,2.2904693,48.8448083997308,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2904693 48.8448083997308),12013
122,2.2904693,48.8448083997308,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2904693 48.8448083997308),12139
122,2.2904693,48.8448083997308,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2904693 48.8448083997308),12140
122,2.2904693,48.8448083997308,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2904693 48.8448083997308),12265
123,2.3150671,48.8256833997355,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3150671 48.8256833997355),12393
123,2.3150671,48.8256833997355,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3150671 48.8256833997355),12394
123,2.3150671,48.8256833997355,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3150671 48.8256833997355),12519
123,2.3150671,48.8256833997355,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3150671 48.8256833997355),12520
123,2.3150671,48.8256833997355,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3150671 48.8256833997355),12645
124,2.3113229,48.8249786997357,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3113229 48.8249786997357),12393
124,2.3113229,48.8249786997357,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3113229 48.8249786997357),12394
124,2.3113229,48.8249786997357,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3113229 48.8249786997357),12519
124,2.3113229,48.8249786997357,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3113229 48.8249786997357),12520
125,2.3033673,48.8282845997349,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3033673 48.8282845997349),12267
125,2.3033673,48.8282845997349,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3033673 48.8282845997349),12392
125,2.3033673,48.8282845997349,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3033673 48.8282845997349),12393
125,2.3033673,48.8282845997349,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3033673 48.8282845997349),12519
126,2.3089142,48.8460239997305,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3089142 48.8460239997305),12265
126,2.3089142,48.8460239997305,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3089142 48.8460239997305),12391
126,2.3089142,48.8460239997305,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3089142 48.8460239997305),12517
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12138
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12139
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12264
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12265
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12390
127,2.2962215,48.8496407997296,Missing,Missing,Missing,Missing,Missing,75056.0,paris,toilets,toilettes_publiques,Missing,POINT (2.2962215 48.8496407997296),12391
128,2.2979912,48.8528377997288,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2979912 48.8528377997288),12138
128,2.2979912,48.8528377997288,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2979912 48.8528377997288),12264
128,2.2979912,48.8528377997288,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2979912 48.8528377997288),12265
128,2.2979912,48.8528377997288,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2979912 48.8528377997288),12390
128,2.2979912,48.8528377997288,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2979912 48.8528377997288),12391
129,2.2959032,48.8551024997283,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2959032 48.8551024997283),12138
129,2.2959032,48.8551024997283,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2959032 48.8551024997283),12263
129,2.2959032,48.8551024997283,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2959032 48.8551024997283),12264
129,2.2959032,48.8551024997283,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.2959032 48.8551024997283),12390
130,2.3311947,48.8330158997337,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3311947 48.8330158997337),12644
130,2.3311947,48.8330158997337,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3311947 48.8330158997337),12645
130,2.3311947,48.8330158997337,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3311947 48.8330158997337),12770
130,2.3311947,48.8330158997337,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3311947 48.8330158997337),12771
130,2.3311947,48.8330158997337,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3311947 48.8330158997337),12896
131,2.3348369,48.8300210997345,franprix,Missing,Missing,yes,Missing,75056.0,paris,toilets,toilettes_erp,Missing,POINT (2.3348369 48.8300210997345),12645
131,2.3348369,48.8300210997345,franprix,Missing,Missing,yes,Missing,75056.0,paris,toilets,toilettes_erp,Missing,POINT (2.3348369 48.8300210997345),12770
131,2.3348369,48.8300210997345,franprix,Missing,Missing,yes,Missing,75056.0,paris,toilets,toilettes_erp,Missing,POINT (2.3348369 48.8300210997345),12771
131,2.3348369,48.8300210997345,franprix,Missing,Missing,yes,Missing,75056.0,paris,toilets,toilettes_erp,Missing,POINT (2.3348369 48.8300210997345),12896
131,2.3348369,48.8300210997345,franprix,Missing,Missing,yes,Missing,75056.0,paris,toilets,toilettes_erp,Missing,POINT (2.3348369 48.8300210997345),12897
132,2.3368012,48.8347330997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3368012 48.8347330997333),12644
132,2.3368012,48.8347330997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3368012 48.8347330997333),12770
132,2.3368012,48.8347330997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3368012 48.8347330997333),12771
132,2.3368012,48.8347330997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3368012 48.8347330997333),12896
132,2.3368012,48.8347330997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3368012 48.8347330997333),12897
133,2.3321204,48.8348079997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3321204 48.8348079997333),12644
133,2.3321204,48.8348079997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3321204 48.8348079997333),12645
133,2.3321204,48.8348079997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3321204 48.8348079997333),12770
133,2.3321204,48.8348079997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3321204 48.8348079997333),12771
133,2.3321204,48.8348079997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3321204 48.8348079997333),12896
134,2.3410351,48.8346867997333,Missing,yes,no,no,no,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3410351 48.8346867997333),12770
134,2.3410351,48.8346867997333,Missing,yes,no,no,no,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3410351 48.8346867997333),12771
134,2.3410351,48.8346867997333,Missing,yes,no,no,no,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3410351 48.8346867997333),12896
134,2.3410351,48.8346867997333,Missing,yes,no,no,no,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3410351 48.8346867997333),12897
134,2.3410351,48.8346867997333,Missing,yes,no,no,no,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3410351 48.8346867997333),13022
135,2.3463727,48.8349562997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3463727 48.8349562997333),12770
135,2.3463727,48.8349562997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3463727 48.8349562997333),12896
135,2.3463727,48.8349562997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3463727 48.8349562997333),12897
135,2.3463727,48.8349562997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3463727 48.8349562997333),13022
135,2.3463727,48.8349562997333,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3463727 48.8349562997333),13023
136,2.3374846,48.8417558997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3374846 48.8417558997316),12769
136,2.3374846,48.8417558997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3374846 48.8417558997316),12770
136,2.3374846,48.8417558997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3374846 48.8417558997316),12895
136,2.3374846,48.8417558997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3374846 48.8417558997316),12896
137,2.3486928,48.8416361997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3486928 48.8416361997316),12895
137,2.3486928,48.8416361997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3486928 48.8416361997316),12896
137,2.3486928,48.8416361997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3486928 48.8416361997316),13021
137,2.3486928,48.8416361997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3486928 48.8416361997316),13022
137,2.3486928,48.8416361997316,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3486928 48.8416361997316),13147
138,2.356537,48.828054399735,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.356537 48.828054399735),13023
138,2.356537,48.828054399735,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.356537 48.828054399735),13149
138,2.356537,48.828054399735,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.356537 48.828054399735),13275
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13023
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13024
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13149
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13150
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13275
139,2.3581267,48.823935999736,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3581267 48.823935999736),13276
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),12897
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),12898
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),13023
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),13024
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),13149
140,2.3530964,48.824064099736,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3530964 48.824064099736),13150
141,2.3689798,48.8297759997345,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3689798 48.8297759997345),13149
141,2.3689798,48.8297759997345,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3689798 48.8297759997345),13274
141,2.3689798,48.8297759997345,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3689798 48.8297759997345),13275
141,2.3689798,48.8297759997345,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3689798 48.8297759997345),13401
142,2.334595,48.8527305997289,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.334595 48.8527305997289),12642
142,2.334595,48.8527305997289,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.334595 48.8527305997289),12768
142,2.334595,48.8527305997289,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.334595 48.8527305997289),12769
142,2.334595,48.8527305997289,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.334595 48.8527305997289),12894
142,2.334595,48.8527305997289,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.334595 48.8527305997289),12895
143,2.3309874,48.8544393997284,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3309874 48.8544393997284),12642
143,2.3309874,48.8544393997284,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3309874 48.8544393997284),12768
143,2.3309874,48.8544393997284,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3309874 48.8544393997284),12769
143,2.3309874,48.8544393997284,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3309874 48.8544393997284),12894
144,2.3502064,48.8623092997265,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3502064 48.8623092997265),12893
144,2.3502064,48.8623092997265,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3502064 48.8623092997265),13019
144,2.3502064,48.8623092997265,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3502064 48.8623092997265),13020
144,2.3502064,48.8623092997265,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3502064 48.8623092997265),13145
145,2.3509604,48.8636619997261,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3509604 48.8636619997261),12893
145,2.3509604,48.8636619997261,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3509604 48.8636619997261),13019
145,2.3509604,48.8636619997261,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3509604 48.8636619997261),13020
145,2.3509604,48.8636619997261,Missing,yes,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3509604 48.8636619997261),13145
146,2.3465409,48.8579670997275,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3465409 48.8579670997275),12893
146,2.3465409,48.8579670997275,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3465409 48.8579670997275),12894
146,2.3465409,48.8579670997275,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3465409 48.8579670997275),13019
146,2.3465409,48.8579670997275,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3465409 48.8579670997275),13020
147,2.3418325,48.8631574997262,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3418325 48.8631574997262),12767
147,2.3418325,48.8631574997262,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3418325 48.8631574997262),12893
147,2.3418325,48.8631574997262,Missing,Missing,no,yes,yes,75056.0,paris,toilets,toilettes_publiques,Gratuit,POINT (2.3418325 48.8631574997262),12894
